,experiment_code,enzyme_code,0.0001,0.001,0.01,0.1,1,10,100,1000,10000
3872,C0.22,RPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3873,C0.22,RKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3874,C0.22,TKL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3875,C0.22,TKL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3876,C0.22,TAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3877,C0.22,pyr_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3878,C0.22,dhap_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3879,C0.22,r5p_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3880,C0.30,PGI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3881,C0.30,PFK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3882,C0.30,FBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3883,C0.30,TPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3884,C0.30,GAPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3885,C0.30,PGK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3886,C0.30,GPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3887,C0.30,ENO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3888,C0.30,PYK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3889,C0.30,G6PDH2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3890,C0.30,PGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3891,C0.30,GND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3892,C0.30,RPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3893,C0.30,RKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3894,C0.30,TKL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3895,C0.30,TKL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3896,C0.30,TAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3897,C0.30,pyr_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3898,C0.30,dhap_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3899,C0.30,r5p_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3900,C0.05,PGI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3901,C0.05,PFK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3902,C0.05,FBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3903,C0.05,TPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3904,C0.05,GAPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3905,C0.05,PGK,0.999992,0.999992,0.999992,0.999992,0.999992,0.999993,0.999993,0.999993,0.999993
3906,C0.05,GPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3907,C0.05,ENO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3908,C0.05,PYK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3909,C0.05,G6PDH2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3910,C0.05,PGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3911,C0.05,GND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3912,C0.05,RPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3913,C0.05,RKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3914,C0.05,TKL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3915,C0.05,TKL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3916,C0.05,TAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3917,C0.05,pyr_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3918,C0.05,dhap_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3919,C0.05,r5p_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3920,C0.11,PGI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3921,C0.11,PFK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3922,C0.11,FBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3923,C0.11,TPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3924,C0.11,GAPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3925,C0.11,PGK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3926,C0.11,GPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3927,C0.11,ENO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3928,C0.11,PYK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3929,C0.11,G6PDH2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3930,C0.11,PGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3931,C0.11,GND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3932,C0.11,RPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3933,C0.11,RKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3934,C0.11,TKL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3935,C0.11,TKL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3936,C0.11,TAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3937,C0.11,pyr_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3938,C0.11,dhap_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3939,C0.11,r5p_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3940,C0.16,PGI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3941,C0.16,PFK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3942,C0.16,FBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3943,C0.16,TPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3944,C0.16,GAPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3945,C0.16,PGK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3946,C0.16,GPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3947,C0.16,ENO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3948,C0.16,PYK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3949,C0.16,G6PDH2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3950,C0.16,PGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3951,C0.16,GND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3952,C0.16,RPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3953,C0.16,RKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3954,C0.16,TKL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3955,C0.16,TKL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3956,C0.16,TAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3957,C0.16,pyr_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3958,C0.16,dhap_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3959,C0.16,r5p_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3960,C0.22,PGI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3961,C0.22,PFK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3962,C0.22,FBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3963,C0.22,TPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3964,C0.22,GAPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3965,C0.22,PGK,0.9999979999999999,0.9999979999999999,0.9999979999999999,0.9999979999999999,0.9999979999999999,0.999999,0.999999,0.999999,0.999999
3966,C0.22,GPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3967,C0.22,ENO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3968,C0.22,PYK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3969,C0.22,G6PDH2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3970,C0.22,PGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3971,C0.22,GND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3972,C0.22,RPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3973,C0.22,RKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3974,C0.22,TKL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3975,C0.22,TKL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3976,C0.22,TAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3977,C0.22,pyr_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3978,C0.22,dhap_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3979,C0.22,r5p_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3980,C0.30,PGI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3981,C0.30,PFK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3982,C0.30,FBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3983,C0.30,TPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3984,C0.30,GAPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3985,C0.30,PGK,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,1.0,1.0,1.0
3986,C0.30,GPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3987,C0.30,ENO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3988,C0.30,PYK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3989,C0.30,G6PDH2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3990,C0.30,PGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3991,C0.30,GND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3992,C0.30,RPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3993,C0.30,RKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3994,C0.30,TKL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3995,C0.30,TKL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3996,C0.30,TAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3997,C0.30,pyr_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3998,C0.30,dhap_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3999,C0.30,r5p_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4000,C0.05,PGI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4001,C0.05,PFK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4002,C0.05,FBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4003,C0.05,TPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4004,C0.05,GAPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4005,C0.05,PGK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4006,C0.05,GPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4007,C0.05,ENO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4008,C0.05,PYK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4009,C0.05,G6PDH2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4010,C0.05,PGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4011,C0.05,GND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4012,C0.05,RPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4013,C0.05,RKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4014,C0.05,TKL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4015,C0.05,TKL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4016,C0.05,TAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4017,C0.05,pyr_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4018,C0.05,dhap_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4019,C0.05,r5p_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4020,C0.11,PGI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4021,C0.11,PFK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4022,C0.11,FBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4023,C0.11,TPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4024,C0.11,GAPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4025,C0.11,PGK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4026,C0.11,GPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4027,C0.11,ENO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4028,C0.11,PYK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4029,C0.11,G6PDH2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4030,C0.11,PGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4031,C0.11,GND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4032,C0.11,RPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4033,C0.11,RKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4034,C0.11,TKL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4035,C0.11,TKL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4036,C0.11,TAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4037,C0.11,pyr_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4038,C0.11,dhap_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4039,C0.11,r5p_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4040,C0.16,PGI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4041,C0.16,PFK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4042,C0.16,FBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4043,C0.16,TPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4044,C0.16,GAPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4045,C0.16,PGK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4046,C0.16,GPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4047,C0.16,ENO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4048,C0.16,PYK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4049,C0.16,G6PDH2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4050,C0.16,PGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4051,C0.16,GND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4052,C0.16,RPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4053,C0.16,RKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4054,C0.16,TKL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4055,C0.16,TKL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4056,C0.16,TAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4057,C0.16,pyr_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4058,C0.16,dhap_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4059,C0.16,r5p_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4060,C0.22,PGI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4061,C0.22,PFK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4062,C0.22,FBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4063,C0.22,TPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4064,C0.22,GAPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4065,C0.22,PGK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4066,C0.22,GPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4067,C0.22,ENO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4068,C0.22,PYK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4069,C0.22,G6PDH2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4070,C0.22,PGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4071,C0.22,GND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4072,C0.22,RPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4073,C0.22,RKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4074,C0.22,TKL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4075,C0.22,TKL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4076,C0.22,TAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4077,C0.22,pyr_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4078,C0.22,dhap_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4079,C0.22,r5p_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4080,C0.30,PGI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4081,C0.30,PFK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4082,C0.30,FBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4083,C0.30,TPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4084,C0.30,GAPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4085,C0.30,PGK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4086,C0.30,GPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4087,C0.30,ENO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4088,C0.30,PYK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4089,C0.30,G6PDH2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4090,C0.30,PGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4091,C0.30,GND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4092,C0.30,RPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4093,C0.30,RKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4094,C0.30,TKL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4095,C0.30,TKL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4096,C0.30,TAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4097,C0.30,pyr_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4098,C0.30,dhap_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4099,C0.30,r5p_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4100,C0.05,PGI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4101,C0.05,PFK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4102,C0.05,FBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4103,C0.05,TPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4104,C0.05,GAPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4105,C0.05,PGK,0.99928,0.99928,0.99928,0.99928,0.99928,0.999302,0.9994290000000001,0.999466,0.999466
4106,C0.05,GPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4107,C0.05,ENO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4108,C0.05,PYK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4109,C0.05,G6PDH2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4110,C0.05,PGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4111,C0.05,GND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4112,C0.05,RPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4113,C0.05,RKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4114,C0.05,TKL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4115,C0.05,TKL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4116,C0.05,TAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4117,C0.05,pyr_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4118,C0.05,dhap_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4119,C0.05,r5p_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4120,C0.11,PGI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4121,C0.11,PFK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4122,C0.11,FBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4123,C0.11,TPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4124,C0.11,GAPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4125,C0.11,PGK,0.999972,0.999972,0.999972,0.999972,0.999972,0.999975,0.999983,0.999985,0.999985
4126,C0.11,GPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4127,C0.11,ENO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4128,C0.11,PYK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4129,C0.11,G6PDH2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4130,C0.11,PGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4131,C0.11,GND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4132,C0.11,RPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4133,C0.11,RKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4134,C0.11,TKL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4135,C0.11,TKL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4136,C0.11,TAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4137,C0.11,pyr_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4138,C0.11,dhap_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4139,C0.11,r5p_c_EX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4140,C0.16,PGI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4141,C0.16,PFK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4142,C0.16,FBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4143,C0.16,TPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4144,C0.16,GAPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4145,C0.16,PGK,0.9998790000000001,0.9998790000000001,0.9998790000000001,0.9998790000000001,0.9998790000000001,0.999885,0.9999110000000001,0.999914,0.999914
4146,C0.16,GPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4147,C0.16,ENO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4148,C0.16,PYK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4149,C0.16,G6PDH2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4150,C0.16,PGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4151,C0.16,GND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4152,C0.16,RPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4153,C0.16,RKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
