,experiment_code,reaction_code,0.0001,0.001,0.01,0.1,1,10,100,1000,10000
869,C0.22,G6PDH2r,0.199467,0.199467,0.199462,0.199416,0.198959,0.19451300000000002,0.15976600000000002,0.061190800000000004,0.0253829
870,C0.22,PGL,0.0246111,0.0246111,0.0246111,0.0246113,0.0246136,0.0246357,0.0248019,0.0252157,0.025356599999999997
871,C0.22,GND,0.0245549,0.0245549,0.0245549,0.024555,0.0245551,0.0245563,0.024597099999999997,0.0251102,0.0253555
872,C0.22,RPE,0.000355491,0.000355483,0.000355403,0.00035459300000000005,0.000350018,0.000345211,0.00033974699999999994,0.000320602,0.000219702
873,C0.22,RKI,0.0241987,0.0241987,0.0241987,0.0241986,0.0241987,0.0241974,0.0242417,0.0247796,0.025135499999999998
874,C0.22,TKL1,0.000311078,0.000311078,0.000311073,0.000310926,0.00030691599999999996,0.000283324,0.000272092,0.00027408799999999997,0.000208705
875,C0.22,TKL2,2.60563e-05,2.59914e-05,2.5370999999999998e-05,2.11095e-05,1.3276700000000001e-05,8.320570000000001e-06,6.772949999999999e-06,7.23555e-06,9.96776e-06
876,C0.22,TAL,3.43549e-05,-2.43225e-05,-0.000595596,-0.00508969,-0.015184,-0.00510086,1.52825e-05,1.51602e-05,1.58699e-05
877,C0.22,pyr_c_EX,3.5403300000000004,3.5403300000000004,3.5403300000000004,3.5403300000000004,3.54039,3.57741,3.67637,3.6764300000000003,3.6763800000000004
878,C0.22,dhap_c_EX,0.0533832,0.0533832,0.0533832,0.05339069999999999,0.053913,0.0572859,0.0591821,0.05918330000000001,0.0591811
879,C0.22,r5p_c_EX,0.0238798,0.0238798,0.0238798,0.0238798,0.023880000000000002,0.0238842,0.0239387,0.0244854,0.024926300000000002
880,C0.30,PGI,13.2254,13.1817,12.7575,9.49082,1.9312099999999999,1.16664,1.09459,1.08996,1.09002
881,C0.30,PFK,0.998826,0.999704,1.00813,1.06818,1.17828,1.15964,1.0946200000000001,1.08999,1.09004
882,C0.30,FBA,0.998732,0.998732,0.9987290000000001,0.9990030000000001,1.00929,1.0442,1.08768,1.08999,1.09004
883,C0.30,TPI,0.46639899999999995,0.466397,0.46633199999999997,0.464104,0.45326700000000003,0.46284899999999995,0.44997,0.448031,0.448137
884,C0.30,GAPD,1.46549,1.46549,1.46551,1.4658200000000001,1.47091,1.51135,1.53783,1.53845,1.53841
885,C0.30,PGK,1.4655,1.4655,1.4655,1.4657200000000001,1.47071,1.51116,1.53782,1.53845,1.53841
886,C0.30,GPM,1.46565,1.46563,1.4655200000000002,1.4655,1.46591,1.47838,1.53461,1.53845,1.53841
887,C0.30,ENO,1.46549,1.46549,1.46549,1.46549,1.46561,1.4762899999999999,1.5344,1.53845,1.53841
888,C0.30,PYK,1.46548,1.46548,1.46548,1.46549,1.46555,1.47576,1.53434,1.53845,1.53841
889,C0.30,G6PDH2r,0.13694800000000001,0.136947,0.136933,0.136796,0.135448,0.123681,0.0753337,0.0508425,0.0506982
890,C0.30,PGL,0.042245599999999994,0.0422458,0.0422477,0.0422669,0.04245530000000001,0.0440725,0.0498933,0.0507989,0.0506976
891,C0.30,GND,0.0422185,0.0422185,0.042218599999999995,0.0422187,0.0422257,0.04263309999999999,0.0467371,0.050761099999999997,0.050696
892,C0.30,RPE,0.00045725599999999996,0.00045724800000000005,0.00045716400000000003,0.00045652400000000004,0.00045850199999999995,0.0006895289999999999,0.00195649,0.000480825,0.000258695
893,C0.30,RKI,0.0417602,0.0417602,0.0417601,0.041759899999999996,0.0417597,0.0418597,0.044377099999999996,0.050275099999999996,0.0504371
894,C0.30,TKL1,0.00044024,0.00044024,0.000440236,0.00044008800000000005,0.000436584,0.000401845,0.00037863,0.00045981099999999997,0.00025688
895,C0.30,TKL2,1.3866399999999998e-06,1.38305e-06,1.3487200000000002e-06,1.11571e-06,7.11691e-07,5.00762e-07,3.69626e-07,4.88229e-07,8.771850000000001e-07
896,C0.30,TAL,3.94106e-05,-1.3459299999999999e-06,-0.0003975,-0.00347091,-0.010354200000000001,-0.00568476,9.631360000000001e-05,2.8705700000000002e-05,1.6603399999999998e-05
897,C0.30,pyr_c_EX,1.46549,1.46549,1.46549,1.46549,1.46549,1.46705,1.52862,1.53845,1.53841
898,C0.30,dhap_c_EX,0.5323640000000001,0.5323640000000001,0.5323640000000001,0.53238,0.534486,0.5648489999999999,0.6368159999999999,0.6419590000000001,0.641899
899,C0.30,r5p_c_EX,0.041309399999999996,0.041309399999999996,0.041309399999999996,0.041309500000000006,0.0413098,0.0413288,0.043209,0.049805,0.050179699999999994
900,C0.05,PGI,5.10315,5.08672,4.92684,3.67835,0.658814,0.344143,0.34377399999999997,0.343219,0.343627
901,C0.05,PFK,0.331443,0.331514,0.33219899999999997,0.336893,0.34484899999999996,0.345233,0.344959,0.344526,0.344512
902,C0.05,FBA,0.331434,0.331434,0.331438,0.33174699999999996,0.33647699999999997,0.344485,0.34474,0.344523,0.344512
903,C0.05,TPI,0.317405,0.317404,0.317394,0.31716,0.317236,0.329354,0.329445,0.328563,0.328529
904,C0.05,GAPD,0.648964,0.648964,0.648965,0.649016,0.653582,0.6741020000000001,0.674297,0.673313,0.673452
905,C0.05,PGK,0.64895,0.6489590000000001,0.648964,0.649015,0.65356,0.674028,0.674253,0.673313,0.673452
906,C0.05,GPM,0.648889,0.648891,0.6489090000000001,0.648928,0.649831,0.656641,0.663924,0.673187,0.673451
907,C0.05,ENO,0.648938,0.648937,0.64893,0.6489229999999999,0.649622,0.655526,0.6632600000000001,0.673179,0.673451
908,C0.05,PYK,0.6489060000000001,0.6489060000000001,0.6489060000000001,0.6489060000000001,0.648912,0.649997,0.659958,0.673138,0.673451
909,C0.05,G6PDH2r,0.0406605,0.0406601,0.040655699999999996,0.040612300000000004,0.0401832,0.036385400000000005,0.0195452,0.00833698,0.00807647
910,C0.05,PGL,0.00665489,0.00665493,0.00665524,0.00665838,0.00668945,0.00696711,0.00818899,0.00821289,0.00807683
911,C0.05,GND,0.00648986,0.00648986,0.00648986,0.00648987,0.00648802,0.00646841,0.00678412,0.00788847,0.00807861
912,C0.05,RPE,0.00120579,0.00120579,0.00120573,0.00120222,0.0011394,0.00102725,0.00109294,0.000986272,0.000852874
913,C0.05,RKI,0.00526827,0.00526827,0.00526827,0.00526836,0.00528771,0.00537674,0.00559595,0.00687437,0.00722593
914,C0.05,TKL1,0.000123602,0.000123602,0.000123602,0.0001236,0.000123051,0.00012067200000000001,0.00012577200000000001,0.00022024900000000003,0.00041117300000000003
915,C0.05,TKL2,0.00101762,0.00101635,0.00100412,0.000911418,0.000702336,0.000650422,0.000596933,0.0006569439999999999,0.000442483
916,C0.05,TAL,0.00100604,0.00100418,0.0009859369999999999,0.000835974,0.000417942,0.000444769,0.000590069,0.000649765,0.00044201
917,C0.05,pyr_c_EX,0.6489010000000001,0.6489010000000001,0.6489010000000001,0.6489010000000001,0.6489010000000001,0.649107,0.658421,0.673124,0.673451
918,C0.05,dhap_c_EX,0.014040200000000001,0.014040200000000001,0.014040200000000001,0.014040700000000001,0.014118899999999998,0.014547,0.0151028,0.0159577,0.0159831
919,C0.05,r5p_c_EX,0.00510938,0.00510938,0.00510938,0.00510941,0.0051098,0.00512029,0.00526907,0.00659478,0.0068152
920,C0.11,PGI,4.6419,4.636080000000001,4.5785599999999995,4.06544,1.7867099999999998,0.7564770000000001,0.751005,0.749911,0.749598
921,C0.11,PFK,0.7221069999999999,0.7221850000000001,0.7229479999999999,0.7293109999999999,0.750207,0.754833,0.751205,0.750425,0.750474
922,C0.11,FBA,0.722104,0.7221029999999999,0.7221029999999999,0.72253,0.729637,0.748635,0.7505569999999999,0.750425,0.750474
923,C0.11,TPI,0.700222,0.700207,0.7001229999999999,0.699603,0.698414,0.722532,0.725545,0.725387,0.725456
924,C0.11,GAPD,1.42313,1.42313,1.42314,1.4232200000000002,1.42967,1.47358,1.47709,1.4769999999999999,1.47668
925,C0.11,PGK,1.42313,1.42313,1.42313,1.42321,1.42957,1.47347,1.47708,1.4769999999999999,1.47668
926,C0.11,GPM,1.42315,1.42314,1.42314,1.42314,1.4239899999999999,1.44005,1.4712,1.4769999999999999,1.47668
927,C0.11,ENO,1.42313,1.42313,1.42313,1.42314,1.42379,1.4381700000000002,1.47086,1.4769999999999999,1.47668
928,C0.11,PYK,1.42314,1.42314,1.42314,1.42314,1.42316,1.4298,1.46936,1.4769999999999999,1.47668
929,C0.11,G6PDH2r,0.0302256,0.0302255,0.0302243,0.0302126,0.0300964,0.0290186,0.0230018,0.0168105,0.0162229
930,C0.11,PGL,0.013267900000000001,0.013267900000000001,0.0132684,0.013272899999999999,0.0133174,0.0137292,0.015938900000000002,0.0166084,0.01622
931,C0.11,GND,0.012908500000000002,0.012911,0.0129308,0.012965899999999999,0.0129672,0.0129947,0.0140896,0.0162802,0.0162121
932,C0.11,RPE,0.00153144,0.00153139,0.00153095,0.00152989,0.00151369,0.00143993,0.00181114,0.00159356,0.00119651
933,C0.11,RKI,0.011419499999999999,0.0114187,0.0114126,0.0114046,0.011416200000000001,0.0114774,0.012083100000000001,0.0146519,0.015014700000000002
934,C0.11,TKL1,0.000932329,0.000932329,0.000932325,0.000932274,0.000927583,0.000886718,0.0008734639999999999,0.00121126,0.00075853
935,C0.11,TKL2,0.00047493300000000003,0.000474609,0.000471415,0.00044376,0.00033465800000000005,0.000263211,0.000184729,0.00024551,0.00043463199999999995
936,C0.11,TAL,0.00048835,0.00048483300000000005,0.000450011,0.00013517,-0.00133516,-0.00158318,3.3949099999999997e-05,0.000268502,0.00044197
937,C0.11,pyr_c_EX,1.42313,1.42313,1.42313,1.42313,1.42313,1.42544,1.46807,1.4769999999999999,1.47668
938,C0.11,dhap_c_EX,0.0219767,0.0219767,0.0219767,0.0219774,0.022086599999999998,0.0231085,0.024703799999999998,0.025038400000000002,0.0250183
939,C0.11,r5p_c_EX,0.010407399999999999,0.010407399999999999,0.010407399999999999,0.0104075,0.010408200000000001,0.0104221,0.0107819,0.0133646,0.014254300000000001
940,C0.16,PGI,16.016,15.9458,15.2696,10.3966,1.57421,1.12802,1.12027,1.11962,1.11953
941,C0.16,PFK,1.06713,1.06759,1.07197,1.09915,1.13354,1.12668,1.1215,1.12116,1.12116
942,C0.16,FBA,1.06707,1.06707,1.0670899999999999,1.06871,1.0805200000000001,1.11005,1.12127,1.12116,1.12116
943,C0.16,TPI,1.04077,1.04074,1.04051,1.03776,1.03501,1.0760299999999998,1.09169,1.09158,1.09158
944,C0.16,GAPD,2.10838,2.10838,2.10839,2.1085700000000003,2.11941,2.1886200000000002,2.21348,2.2135599999999998,2.2135599999999998
945,C0.16,PGK,2.10831,2.10838,2.10839,2.1085700000000003,2.1194,2.18856,2.21347,2.2135599999999998,2.2135599999999998
946,C0.16,GPM,2.10839,2.10839,2.10839,2.10839,2.11012,2.13671,2.20496,2.2135599999999998,2.2135599999999998
947,C0.16,ENO,2.10839,2.10839,2.10839,2.10839,2.1097,2.13374,2.20447,2.2135599999999998,2.2135599999999998
948,C0.16,PYK,2.10838,2.10838,2.10838,2.10838,2.10845,2.1216,2.20243,2.2135599999999998,2.2135599999999998
949,C0.16,G6PDH2r,0.0526763,0.0526761,0.0526737,0.0526499,0.052414300000000004,0.050232900000000004,0.0381009,0.025825599999999997,0.025442799999999998
950,C0.16,PGL,0.0208578,0.020857900000000002,0.020858599999999998,0.020865099999999998,0.0209296,0.021516099999999996,0.0245352,0.02554,0.025442799999999998
951,C0.16,GND,0.0206326,0.0206329,0.0206353,0.0206398,0.020431099999999997,0.020399599999999997,0.0222029,0.0252838,0.025442700000000002
952,C0.16,RPE,0.00239341,0.00239334,0.00239261,0.0023768,0.00211616,0.00188731,0.00243549,0.00173512,0.00163054
953,C0.16,RKI,0.0182257,0.0182257,0.0182257,0.0182257,0.0182331,0.018355,0.019436900000000003,0.023512400000000003,0.0238121
954,C0.16,TKL1,0.0005435819999999999,0.0005435819999999999,0.0005435819999999999,0.000543503,0.000538207,0.000504156,0.000527009,0.000825415,0.000817184
955,C0.16,TKL2,0.0017223,0.00171827,0.00167986,0.00142476,0.00101639,0.0007712439999999999,0.000619574,0.000767256,0.0008132980000000001
956,C0.16,TAL,0.00167447,0.00164568,0.00136743,-0.00069139,-0.00440001,-0.00187503,0.0006196330000000001,0.000768227,0.0008133960000000001
957,C0.16,pyr_c_EX,2.10838,2.10838,2.10838,2.10838,2.10838,2.11263,2.1998900000000003,2.2135599999999998,2.2135599999999998
958,C0.16,dhap_c_EX,0.026354500000000003,0.026354500000000003,0.026354500000000003,0.0263582,0.026616200000000003,0.0283986,0.0294957,0.0295733,0.029573200000000004
959,C0.16,r5p_c_EX,0.0176261,0.0176261,0.0176261,0.0176261,0.017627,0.0176477,0.018325499999999998,0.0226215,0.022994900000000002
960,C0.22,PGI,8.96904,8.94765,8.73915,7.08542,2.87982,2.33183,2.29757,2.2970200000000003,2.2967400000000002
961,C0.22,PFK,2.13535,2.13665,2.14915,2.23848,2.39465,2.32841,2.29772,2.2977,2.2978099999999997
962,C0.22,FBA,2.1352,2.1352,2.1352599999999997,2.13964,2.19182,2.29192,2.2976900000000002,2.2977,2.2978099999999997
963,C0.22,TPI,2.06807,2.06807,2.06799,2.0649900000000003,2.07128,2.2057900000000004,2.21712,2.21712,2.21725
964,C0.22,GAPD,4.20442,4.20442,4.20443,4.20544,4.26222,4.5002,4.51623,4.5162,4.5159199999999995
965,C0.22,PGK,4.20439,4.20442,4.20443,4.205430000000001,4.26213,4.500030000000001,4.51623,4.5162,4.5159199999999995
966,C0.22,GPM,4.20445,4.20445,4.20444,4.20448,4.2122,4.356669999999999,4.5159400000000005,4.5162,4.5159199999999995
967,C0.22,ENO,4.20444,4.20444,4.20444,4.20444,4.20949,4.34844,4.5159199999999995,4.5162,4.5159199999999995
968,C0.22,PYK,4.20442,4.20442,4.20442,4.20442,4.2057199999999995,4.33248,4.51589,4.5162,4.5159199999999995
969,C0.22,G6PDH2r,0.151618,0.151616,0.151596,0.151403,0.149503,0.133195,0.0698897,0.0355129,0.0346059
970,C0.22,PGL,0.029394599999999996,0.0293947,0.029396199999999997,0.029410500000000003,0.029552,0.0307769,0.0354439,0.035232400000000004,0.0346046
971,C0.22,GND,0.0289298,0.0289298,0.0289298,0.028929900000000005,0.028930900000000002,0.029047900000000005,0.0318367,0.034668199999999996,0.0345999
972,C0.22,RPE,0.00219057,0.00219057,0.00219049,0.00218886,0.00216096,0.00218363,0.00379855,0.00220847,0.00140791
973,C0.22,RKI,0.026640399999999998,0.026640399999999998,0.026640399999999998,0.0266406,0.0266421,0.026656799999999998,0.0274012,0.0323411,0.0331909
974,C0.22,TKL1,0.0012627,0.0012627,0.0012627,0.00126222,0.00123497,0.00110165,0.00108751,0.00142813,0.000873835
975,C0.22,TKL2,0.000523135,0.00052255,0.0005168740000000001,0.00047326800000000005,0.00036615599999999997,0.000307653,0.00024077400000000002,0.000313758,0.000529749
976,C0.22,TAL,0.0005646119999999999,0.000553703,0.00044712,-0.000413731,-0.00262491,-0.0019908,-9.21075e-05,0.000360641,0.000543874
977,C0.22,pyr_c_EX,4.20442,4.20442,4.20442,4.20442,4.2045,4.28116,4.51578,4.5162,4.51593
978,C0.22,dhap_c_EX,0.0671929,0.0671929,0.0671929,0.067204,0.0686653,0.07720010000000001,0.0805689,0.0805735,0.08056110000000001
979,C0.22,r5p_c_EX,0.025303799999999998,0.025303799999999998,0.025303799999999998,0.025304,0.0253058,0.025343400000000002,0.025937099999999998,0.0308365,0.0323158
980,C0.30,PGI,6.19449,6.18848,6.12896,5.5909,3.02788,1.64464,1.52847,1.52586,1.52593
981,C0.30,PFK,1.38609,1.3866100000000001,1.39171,1.43638,1.6146,1.63374,1.52833,1.5259200000000002,1.52599
982,C0.30,FBA,1.38605,1.38605,1.38605,1.38652,1.4005,1.4530100000000001,1.52439,1.5259200000000002,1.52599
983,C0.30,TPI,0.665242,0.665238,0.665197,0.664353,0.653138,0.6551359999999999,0.655684,0.6554939999999999,0.6556310000000001
984,C0.30,GAPD,2.05179,2.05179,2.05179,2.0518400000000003,2.05536,2.11015,2.18057,2.18197,2.18191
985,C0.30,PGK,2.05176,2.05177,2.05179,2.0518400000000003,2.05534,2.11009,2.18057,2.18197,2.18191
986,C0.30,GPM,2.05179,2.05179,2.05179,2.05178,2.05207,2.08029,2.17963,2.18197,2.18191
987,C0.30,ENO,2.05178,2.05178,2.05178,2.05178,2.05198,2.07923,2.17959,2.18197,2.18191
988,C0.30,PYK,2.05178,2.05178,2.05178,2.05178,2.05187,2.07756,2.1795400000000003,2.18197,2.18191
989,C0.30,G6PDH2r,0.0495383,0.0495382,0.0495376,0.04953130000000001,0.0494687,0.048876800000000005,0.045135400000000006,0.040443400000000004,0.0402495
990,C0.30,PGL,0.034511900000000005,0.034512,0.0345126,0.0345191,0.0345834,0.035173199999999995,0.0382998,0.0403333,0.040248
991,C0.30,GND,0.034475,0.034475,0.0344752,0.0344752,0.034480300000000005,0.0347293,0.0371768,0.0402908,0.0402466
992,C0.30,RPE,0.0006761730000000001,0.0006761089999999999,0.000675762,0.000675684,0.0006756539999999999,0.000791203,0.00158441,0.000645571,0.000332351
993,C0.30,RKI,0.033824599999999996,0.0338206,0.033798699999999994,0.033789,0.033791699999999994,0.033873400000000005,0.035318300000000004,0.0396342,0.0399139
994,C0.30,TKL1,0.000614316,0.000614316,0.000614314,0.000614264,0.000611177,0.000560551,0.000509266,0.000592739,0.000312954
995,C0.30,TKL2,2.2708000000000003e-05,2.2692e-05,2.25348e-05,2.11631e-05,1.5561e-05,1.09454e-05,7.106989999999999e-06,9.367289999999999e-06,1.78447e-05
996,C0.30,TAL,8.08489e-05,7.301e-05,-4.50621e-06,-0.000701017,-0.0038597,-0.00392859,-2.45285e-05,4.67426e-05,3.6739499999999996e-05
997,C0.30,pyr_c_EX,2.05179,2.05179,2.05179,2.05179,2.05179,2.05861,2.17761,2.18197,2.18191
998,C0.30,dhap_c_EX,0.720834,0.720834,0.720834,0.7208439999999999,0.723291,0.774904,0.868274,0.8704270000000001,0.8703549999999999
999,C0.30,r5p_c_EX,0.0331515,0.0331515,0.0331515,0.033151599999999996,0.0331521,0.033171,0.0342073,0.0390173,0.0396
1000,C0.05,PGI,18.9024,18.7066,16.9087,7.427160000000001,0.37955500000000003,0.34335,0.341055,0.341046,0.341044
1001,C0.05,PFK,0.32492,0.325179,0.327454,0.33707800000000004,0.342152,0.341301,0.341069,0.341063,0.341066
1002,C0.05,FBA,0.324892,0.324892,0.324884,0.324741,0.32567399999999996,0.33995,0.341063,0.341063,0.341066
1003,C0.05,TPI,0.309487,0.309382,0.30755,0.297059,0.30036599999999997,0.322782,0.324429,0.324427,0.324432
1004,C0.05,GAPD,0.63455,0.634551,0.634579,0.635355,0.645679,0.6648430000000001,0.665716,0.665824,0.6657529999999999
1005,C0.05,PGK,0.634542,0.634547,0.634575,0.635339,0.645656,0.664822,0.665716,0.665824,0.6657529999999999
1006,C0.05,GPM,0.634826,0.634739,0.6345569999999999,0.634606,0.636363,0.650526,0.665636,0.665824,0.6657529999999999
1007,C0.05,ENO,0.634548,0.63455,0.634552,0.634562,0.6357689999999999,0.6496069999999999,0.6656310000000001,0.665824,0.6657529999999999
1008,C0.05,PYK,0.634547,0.634547,0.634547,0.634547,0.634772,0.6472140000000001,0.665617,0.665824,0.6657529999999999
1009,C0.05,G6PDH2r,0.018746099999999998,0.018746000000000002,0.018745500000000002,0.0187399,0.0186849,0.0181571,0.0144864,0.00862259,0.0081956
1010,C0.05,PGL,0.00676293,0.00676294,0.00676308,0.00676447,0.00677826,0.00690882,0.00773392,0.00836491,0.00819422
1011,C0.05,GND,0.00642193,0.00642193,0.00642193,0.00642197,0.0064221999999999994,0.00643454,0.00684543,0.00802592,0.00818878
1012,C0.05,RPE,0.000389285,0.00038930000000000003,0.00038933699999999996,0.000388883,0.000385802,0.000387297,0.000545806,0.00047556,0.00027031799999999997
1013,C0.05,RKI,0.00599237,0.00599363,0.00599829,0.00599915,0.00600004,0.00600605,0.00621945,0.00751738,0.00791789
1014,C0.05,TKL1,0.00024113400000000003,0.00024113400000000003,0.000241123,0.00024076900000000003,0.00023562599999999998,0.00022343599999999998,0.00022993200000000002,0.00034160000000000006,0.000260232
1015,C0.05,TKL2,1.29786e-05,1.2895599999999999e-05,1.21599e-05,8.90313e-06,6.34246e-06,3.88563e-06,3.7326499999999997e-06,4.8324e-06,7.85909e-06
1016,C0.05,TAL,-3.17154e-06,-0.00023107099999999998,-0.00236159,-0.0147356,-0.0204405,-0.0019674,9.61832e-06,1.24273e-05,1.35424e-05
1017,C0.05,pyr_c_EX,0.634549,0.634549,0.634549,0.634549,0.634551,0.6367970000000001,0.664587,0.665822,0.6657529999999999
1018,C0.05,dhap_c_EX,0.015464700000000001,0.015464700000000001,0.0154649,0.0154822,0.0157576,0.0164032,0.0166306,0.016636099999999997,0.0166334
1019,C0.05,r5p_c_EX,0.00568377,0.00568377,0.00568377,0.00568384,0.00568452,0.00569212,0.00581337,0.00710333,0.00765641
1020,C0.11,PGI,12.5722,12.5112,11.9266,7.84726,1.07051,0.772717,0.765853,0.76554,0.765541
1021,C0.11,PFK,0.7348100000000001,0.735068,0.737483,0.751953,0.769105,0.76771,0.765887,0.765551,0.765552
1022,C0.11,FBA,0.7347819999999999,0.734781,0.734776,0.734939,0.738875,0.760979,0.7654569999999999,0.765551,0.765552
1023,C0.11,TPI,0.685186,0.6851619999999999,0.684704,0.680571,0.679053,0.7067,0.710925,0.710759,0.710762
1024,C0.11,GAPD,1.4199899999999999,1.4199899999999999,1.42001,1.4205,1.4308,1.47233,1.47643,1.47645,1.47643
1025,C0.11,PGK,1.41995,1.41996,1.4199899999999999,1.42046,1.43071,1.47223,1.47641,1.47645,1.47643
1026,C0.11,GPM,1.42003,1.42003,1.42002,1.42002,1.42139,1.43638,1.4705,1.47645,1.47643
1027,C0.11,ENO,1.42,1.42,1.42,1.42,1.42087,1.43422,1.47015,1.47645,1.47643
1028,C0.11,PYK,1.41998,1.41998,1.41998,1.41998,1.42003,1.4274200000000001,1.469,1.47645,1.47643
1029,C0.11,G6PDH2r,0.0950714,0.0950695,0.0950505,0.09486119999999999,0.0930077,0.07772480000000001,0.0303748,0.019205,0.019134599999999998
1030,C0.11,PGL,0.015233000000000002,0.015233199999999999,0.015234600000000001,0.015249200000000003,0.015392,0.016550099999999998,0.019685499999999998,0.0191902,0.0191345
1031,C0.11,GND,0.0155582,0.015176400000000001,0.0151743,0.0151642,0.015199299999999999,0.0156578,0.0173808,0.0190915,0.0191338
1032,C0.11,RPE,0.000135992,0.000136033,0.000135951,0.000135563,0.000147574,0.000387255,0.00091312,0.00018051799999999998,0.000122939
1033,C0.11,RKI,0.0150351,0.0150352,0.0150329,0.015021000000000001,0.0150344,0.015190100000000002,0.016259899999999997,0.018902000000000002,0.0190108
1034,C0.11,TKL1,9.789340000000001e-05,9.78933e-05,9.789139999999999e-05,9.78442e-05,9.67506e-05,9.1424e-05,9.75687e-05,0.000142473,0.000118905
1035,C0.11,TKL2,8.812489999999998e-06,8.78337e-06,8.50971e-06,6.83574e-06,4.5501199999999996e-06,3.0788499999999998e-06,2.52312e-06,3.1142599999999997e-06,3.77663e-06
1036,C0.11,TAL,5.70654e-06,-6.13091e-05,-0.0007095269999999999,-0.00554495,-0.0138127,-0.00479199,3.36206e-05,6.99706e-06,6.98463e-06
1037,C0.11,pyr_c_EX,1.4199899999999999,1.4199899999999999,1.4199899999999999,1.4199899999999999,1.4199899999999999,1.42111,1.4635799999999999,1.47645,1.47643
1038,C0.11,dhap_c_EX,0.0496662,0.0496662,0.049666300000000004,0.0496779,0.0500791,0.0521066,0.05436130000000001,0.0547914,0.054789599999999994
1039,C0.11,r5p_c_EX,0.014900700000000001,0.014900700000000001,0.014900700000000001,0.014900799999999999,0.014901300000000001,0.014923400000000002,0.0157067,0.0187401,0.0188917
1040,C0.16,PGI,17.1524,17.0539,16.1173,9.94351,1.3813,1.14365,1.13424,1.13398,1.13404
1041,C0.16,PFK,1.08165,1.0822,1.08731,1.11589,1.14378,1.1388,1.13428,1.13402,1.13406
1042,C0.16,FBA,1.0816,1.0816,1.0816,1.0822100000000001,1.09233,1.13121,1.13402,1.13402,1.13406
1043,C0.16,TPI,1.0342,1.03423,1.03311,1.0239,1.02633,1.078,1.08125,1.08121,1.08128
1044,C0.16,GAPD,2.1169599999999997,2.1169599999999997,2.11699,2.11815,2.14359,2.21441,2.21617,2.2164099999999998,2.21601
1045,C0.16,PGK,2.1168299999999998,2.11695,2.11699,2.1181400000000004,2.1435400000000002,2.2143,2.21616,2.2164099999999998,2.21601
1046,C0.16,GPM,2.11708,2.11707,2.117,2.11702,2.12053,2.1539,2.21335,2.2164099999999998,2.21601
1047,C0.16,ENO,2.11695,2.11695,2.1169599999999997,2.1169700000000002,2.11915,2.15015,2.21317,2.2164099999999998,2.21601
1048,C0.16,PYK,2.11695,2.11695,2.11695,2.11695,2.11721,2.14151,2.21277,2.2164099999999998,2.21601
1049,C0.16,G6PDH2r,0.0654123,0.065412,0.0654087,0.0653759,0.0650501,0.061984000000000004,0.0431287,0.021333900000000003,0.0205054
1050,C0.16,PGL,0.017694400000000002,0.0176945,0.017694799999999997,0.0176986,0.017735900000000002,0.0180807,0.0199536,0.0209239,0.0205024
1051,C0.16,GND,0.0170257,0.0170602,0.0171708,0.0171812,0.0171877,0.0172792,0.018389199999999998,0.0204823,0.0204899
1052,C0.16,RPE,0.00142634,0.00142629,0.00142614,0.00142607,0.00142565,0.00145784,0.00203577,0.00153898,0.000697803
1053,C0.16,RKI,0.0156606,0.0156606,0.0156606,0.0156607,0.015662,0.0156752,0.016068100000000002,0.0188627,0.0197898
1054,C0.16,TKL1,0.0010497,0.0010497,0.00104968,0.00104894,0.00103134,0.0009648139999999999,0.000955193,0.00121702,0.000686816
1055,C0.16,TKL2,1.89178e-06,1.88435e-06,1.8153799999999999e-06,1.4226300000000001e-06,9.4641e-07,5.952700000000001e-07,5.477409999999999e-07,7.69476e-07,1.69771e-06
1056,C0.16,TAL,3.82132e-05,-0.000118469,-0.00162465,-0.012329999999999999,-0.025862700000000002,-0.00454371,4.6768900000000005e-05,3.6568e-05,2.18584e-05
1057,C0.16,pyr_c_EX,2.1169700000000002,2.1169700000000002,2.1169700000000002,2.1169700000000002,2.1169700000000002,2.12682,2.2117299999999998,2.2164099999999998,2.21602
1058,C0.16,dhap_c_EX,0.047211699999999995,0.047211699999999995,0.0472119,0.047234899999999996,0.047880400000000004,0.050389300000000005,0.0526688,0.0528026,0.0527783
1059,C0.16,r5p_c_EX,0.0145134,0.0145134,0.0145134,0.0145136,0.0145152,0.014538200000000001,0.0148583,0.0175663,0.0191001
1060,C0.22,PGI,9.270480000000001,9.24337,8.98121,7.032360000000001,3.13833,2.7727,2.7555,2.75547,2.75556
1061,C0.22,PFK,2.51104,2.51321,2.53384,2.67082,2.85379,2.7624400000000002,2.75555,2.7555400000000003,2.75559
1062,C0.22,FBA,2.51083,2.51083,2.51094,2.52002,2.59457,2.7446099999999998,2.75555,2.7555400000000003,2.75559
1063,C0.22,TPI,2.05813,2.05809,2.0571099999999998,2.04303,2.05281,2.21443,2.22587,2.2258400000000003,2.22594
1064,C0.22,GAPD,4.5696900000000005,4.5696900000000005,4.56975,4.57223,4.67086,4.9682900000000005,4.98215,4.98222,4.98201
1065,C0.22,PGK,4.56968,4.5696900000000005,4.56975,4.57221,4.670719999999999,4.96819,4.98215,4.98222,4.98201
1066,C0.22,GPM,4.5696900000000005,4.5696900000000005,4.5697,4.5698300000000005,4.587330000000001,4.892440000000001,4.98215,4.98222,4.98201
