# stan_version_major = 2
# stan_version_minor = 22
# stan_version_patch = 1
# model = inference_model_yeast_exp_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 500
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 15
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = data/out/input_data_yeast_exp.json
# init = /var/folders/dg/rm_5w1r54719cfv7q8cj0nkjnz2j8q/T/tmph6eua06f/1f1gg5ey.json
# random
#   seed = 63928
# output
#   file = /Users/nicow/Maud/data/out/inference_model_yeast_exp-202003031326-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,formation_energy.1,formation_energy.2,formation_energy.3,formation_energy.4,formation_energy.5,formation_energy.6,formation_energy.7,formation_energy.8,formation_energy.9,formation_energy.10,formation_energy.11,formation_energy.12,formation_energy.13,kinetic_parameters.1,kinetic_parameters.2,kinetic_parameters.3,kinetic_parameters.4,kinetic_parameters.5,kinetic_parameters.6,kinetic_parameters.7,kinetic_parameters.8,kinetic_parameters.9,kinetic_parameters.10,kinetic_parameters.11,kinetic_parameters.12,kinetic_parameters.13,kinetic_parameters.14,kinetic_parameters.15,kinetic_parameters.16,kinetic_parameters.17,kinetic_parameters.18,kinetic_parameters.19,kinetic_parameters.20,kinetic_parameters.21,kinetic_parameters.22,kinetic_parameters.23,kinetic_parameters.24,kinetic_parameters.25,kinetic_parameters.26,kinetic_parameters.27,kinetic_parameters.28,kinetic_parameters.29,kinetic_parameters.30,kinetic_parameters.31,kinetic_parameters.32,kinetic_parameters.33,kinetic_parameters.34,enzyme_concentration.1.1,enzyme_concentration.2.1,enzyme_concentration.1.2,enzyme_concentration.2.2,enzyme_concentration.1.3,enzyme_concentration.2.3,enzyme_concentration.1.4,enzyme_concentration.2.4,enzyme_concentration.1.5,enzyme_concentration.2.5,enzyme_concentration.1.6,enzyme_concentration.2.6,enzyme_concentration.1.7,enzyme_concentration.2.7,enzyme_concentration.1.8,enzyme_concentration.2.8,conc_unbalanced.1.1,conc_unbalanced.2.1,conc_unbalanced.1.2,conc_unbalanced.2.2,conc_unbalanced.1.3,conc_unbalanced.2.3,conc_unbalanced.1.4,conc_unbalanced.2.4,conc_unbalanced.1.5,conc_unbalanced.2.5,conc_unbalanced.1.6,conc_unbalanced.2.6,conc_unbalanced.1.7,conc_unbalanced.2.7,conc_unbalanced.1.8,conc_unbalanced.2.8,initial_time,conc.1.1,conc.2.1,conc.1.2,conc.2.2,conc.1.3,conc.2.3,conc.1.4,conc.2.4,conc.1.5,conc.2.5,conc.1.6,conc.2.6,conc.1.7,conc.2.7,conc.1.8,conc.2.8,conc.1.9,conc.2.9,conc.1.10,conc.2.10,conc.1.11,conc.2.11,conc.1.12,conc.2.12,conc.1.13,conc.2.13,conc.1.14,conc.2.14,flux.1.1,flux.2.1,flux.1.2,flux.2.2,flux.1.3,flux.2.3,flux.1.4,flux.2.4,flux.1.5,flux.2.5,flux.1.6,flux.2.6,flux.1.7,flux.2.7,flux.1.8,flux.2.8,delta_g.1,delta_g.2,delta_g.3,delta_g.4,delta_g.5,delta_g.6,delta_g.7,delta_g.8,yconc_sim.1,yconc_sim.2,yconc_sim.3,yconc_sim.4,yconc_sim.5,yconc_sim.6,yconc_sim.7,yconc_sim.8,yconc_sim.9,yconc_sim.10,yconc_sim.11,yconc_sim.12,yconc_sim.13,yconc_sim.14,yconc_sim.15,yconc_sim.16,yconc_sim.17,yconc_sim.18,yconc_sim.19,yconc_sim.20,yenz_sim.1,yenz_sim.2,yenz_sim.3,yenz_sim.4,yenz_sim.5,yenz_sim.6,yenz_sim.7,yenz_sim.8,yenz_sim.9,yenz_sim.10,yenz_sim.11,yenz_sim.12,yenz_sim.13,yenz_sim.14,yenz_sim.15,yenz_sim.16,yflux_sim.1,yflux_sim.2,yflux_sim.3,yflux_sim.4,log_like.1,log_like.2,log_like.3,log_like.4,log_like.5,log_like.6,log_like.7,log_like.8,log_like.9,log_like.10,log_like.11,log_like.12,log_like.13,log_like.14,log_like.15,log_like.16,log_like.17,log_like.18,log_like.19,log_like.20,log_like.21,log_like.22,log_like.23,log_like.24
-6965.41,1,0.0179176,2,3,0,23822,-446.866,-2313.38,-1440.46,-1222.82,-1158.85,-1365.42,-1336.88,-1333.2,-2220.39,-1106.29,-2218.8,-1112.33,-1073.17,1.50338,0.915904,0.339788,0.193821,0.208914,29.4297,0.232215,62.3981,1.23727,0.330031,367.966,0.401595,1.46917,0.0498303,0.769292,64.0075,0.292931,2.12048,2.61571,7.07503,6.46684,4.88635,563.968,0.454734,0.0887883,1.61933,0.0638021,0.858491,18.326,0.244436,0.00464882,4.60174,1.67587,43.2473,0.0849146,0.331164,0.306123,0.196581,0.0863315,0.170553,0.0252815,0.105764,0.246628,0.3318,0.240346,0.443713,0.150907,0.502412,0.13752,0.742356,2.99545,0.425756,0.409746,0.0732234,0.216836,0.0752088,0.40292,0.16782,0.0369856,0.0142485,0.0337696,0.0201652,0.0689938,0.0582576,1.42376,3.53083,0,2.99545,0.425756,0.000460643,0.00206791,0.409746,0.0732234,0.216836,0.0752088,0.40292,0.16782,0.0369856,0.0142485,0.0337696,0.0201652,0.134372,0.173875,0.0301915,0.0391914,0.00425133,0.003822,0.0061685,0.00515749,7.62079e-06,9.58907e-06,0.0689938,0.0582576,1.42376,3.53083,0.0192049,0.0246701,0.0192049,0.0246701,0.0192049,0.0246701,0.0192049,0.0246701,0.0192049,0.0246701,-0.0279031,-0.0212463,-0.0086982,0.00342384,-0.0086982,0.00342384,0,-17.0901,3.68439,-14.2655,1.76582,6.03319,24.631,-19.5418,2.98969,0.136572,0.0348786,0.00443004,0.0710006,0.037695,0.383409,1.45088,0.199298,0.440682,0.412316,0.166219,0.0201644,0.00420864,0.0536398,0.0144474,0.166044,3.37924,0.071388,0.0707307,0.0669064,0.303584,0.0922108,0.0254951,0.236753,0.244941,0.143174,0.138047,0.325907,0.200443,0.170249,0.116935,0.327785,0.421355,0.529496,0.771466,0.0216069,-0.0273071,0.0278712,-0.0165399,-29.7395,-171.977,-75.8924,-276.211,-28.9747,-46.8323,3.80459,-853.019,-357.977,-78.5859,-12.5281,-145.562,-130.402,-9.62847,-1090.31,3.78454,-22.3128,-752.919,-392.21,5.04225,-166.244,-14.9426,4.64419,-302.042
-6965.41,0,0.0339435,0,1,1,7002.7,-446.866,-2313.38,-1440.46,-1222.82,-1158.85,-1365.42,-1336.88,-1333.2,-2220.39,-1106.29,-2218.8,-1112.33,-1073.17,1.50338,0.915904,0.339788,0.193821,0.208914,29.4297,0.232215,62.3981,1.23727,0.330031,367.966,0.401595,1.46917,0.0498303,0.769292,64.0075,0.292931,2.12048,2.61571,7.07503,6.46684,4.88635,563.968,0.454734,0.0887883,1.61933,0.0638021,0.858491,18.326,0.244436,0.00464882,4.60174,1.67587,43.2473,0.0849146,0.331164,0.306123,0.196581,0.0863315,0.170553,0.0252815,0.105764,0.246628,0.3318,0.240346,0.443713,0.150907,0.502412,0.13752,0.742356,2.99545,0.425756,0.409746,0.0732234,0.216836,0.0752088,0.40292,0.16782,0.0369856,0.0142485,0.0337696,0.0201652,0.0689938,0.0582576,1.42376,3.53083,0,2.99545,0.425756,0.000460643,0.00206791,0.409746,0.0732234,0.216836,0.0752088,0.40292,0.16782,0.0369856,0.0142485,0.0337696,0.0201652,0.134372,0.173875,0.0301915,0.0391914,0.00425133,0.003822,0.0061685,0.00515749,7.62079e-06,9.58907e-06,0.0689938,0.0582576,1.42376,3.53083,0.0192049,0.0246701,0.0192049,0.0246701,0.0192049,0.0246701,0.0192049,0.0246701,0.0192049,0.0246701,-0.0279031,-0.0212463,-0.0086982,0.00342384,-0.0086982,0.00342384,0,-17.0901,3.68439,-14.2655,1.76582,6.03319,24.631,-19.5418,2.91483,0.136361,0.0351482,0.00420378,0.0725156,0.0348618,0.402948,1.45425,0.231275,0.391937,0.44586,0.172391,0.022649,0.00415037,0.0589896,0.0141154,0.173593,3.40296,0.0739277,0.0684577,0.0849142,0.31315,0.0801028,0.0265395,0.240971,0.253668,0.153608,0.133026,0.392799,0.214769,0.163264,0.112483,0.335953,0.433546,0.473904,0.70649,0.0215275,-0.0309877,0.0290431,-0.0162328,-29.7395,-171.977,-75.8924,-276.211,-28.9747,-46.8323,3.80459,-853.019,-357.977,-78.5859,-12.5281,-145.562,-130.402,-9.62847,-1090.31,3.78454,-22.3128,-752.919,-392.21,5.04225,-166.244,-14.9426,4.64419,-302.042
-6262.61,1,0.00278004,3,7,0,7006.38,-446.864,-2313.38,-1440.44,-1222.81,-1158.85,-1365.41,-1336.88,-1333.19,-2220.39,-1106.31,-2218.79,-1112.31,-1073.19,1.41206,0.892788,0.381007,0.195269,0.211596,28.7665,0.232124,61.5738,1.24128,0.334487,367.148,0.409709,1.49044,0.0505232,0.764947,65.4407,0.31224,2.09965,2.60436,6.6506,6.4095,4.93384,561.974,0.455072,0.0890452,1.62663,0.0628145,0.863914,18.5906,0.239557,0.00466545,4.59725,1.70031,42.8402,0.0891161,0.344109,0.30401,0.197483,0.0857836,0.1649,0.0252256,0.105132,0.238766,0.318539,0.244561,0.444031,0.156054,0.497367,0.143693,0.753337,3.0724,0.457694,0.406989,0.0767381,0.217985,0.0759328,0.406307,0.168381,0.0360476,0.0140582,0.0331779,0.0203029,0.0687388,0.0571739,1.48064,3.52473,0,3.0724,0.457694,0.0005836,0.00265525,0.406989,0.0767381,0.217985,0.0759328,0.406307,0.168381,0.0360476,0.0140582,0.0331779,0.0203029,0.171609,0.229576,0.0385291,0.0516934,0.00569311,0.00551351,0.00623544,0.00514178,7.87196e-06,9.64469e-06,0.0687388,0.0571739,1.48064,3.52473,0.0232533,0.0318359,0.0232533,0.0318359,0.0232533,0.0318359,0.0232533,0.0318359,0.0232533,0.0318359,-0.0317401,-0.0286714,-0.00848684,0.00316445,-0.00848684,0.00316445,0,-17.0694,3.68623,-14.2525,1.77301,6.00276,24.6615,-19.5628,3.16333,0.168647,0.0313728,0.00547576,0.0687651,0.0344504,0.383227,1.3596,0.232429,0.417508,0.424794,0.235428,0.021086,0.00534825,0.0585504,0.0138853,0.172467,3.79281,0.0825383,0.0742189,0.083568,0.280077,0.0912049,0.0256761,0.236328,0.237505,0.163319,0.144826,0.340195,0.200597,0.166864,0.100255,0.303479,0.455489,0.494256,0.736328,0.024998,-0.0330123,0.0314818,-0.0261816,-23.3789,-186.683,-58.7604,-312.493,-25.2021,-9.67487,3.11519,-628.066,-355.981,-72.0345,-11.6178,-132.462,-132.144,-8.95315,-1023.78,-10.3108,-21.3049,-494.315,-381.678,4.58797,-165.017,-14.7474,4.65584,-279.304
-4853.78,1,0.00539629,3,7,0,6277.31,-446.879,-2313.39,-1440.4,-1222.78,-1158.92,-1365.43,-1336.9,-1333.19,-2220.4,-1106.31,-2218.81,-1112.27,-1073.18,1.29628,0.906012,0.486332,0.19055,0.209148,28.9799,0.225652,62.6402,1.27294,0.324732,378.131,0.396377,1.41602,0.0515804,0.750716,68.8318,0.401854,2.10186,2.6238,5.19696,6.45344,4.94616,571.634,0.449804,0.0896604,1.58843,0.0635719,0.869832,18.3478,0.236806,0.00481127,4.53381,1.64532,41.7797,0.0995232,0.355516,0.27799,0.193017,0.0886456,0.157956,0.0254193,0.0980038,0.211315,0.285626,0.266678,0.459647,0.168232,0.48408,0.153053,0.733837,3.34138,0.596249,0.390307,0.0861991,0.206816,0.0788248,0.416775,0.187619,0.0342225,0.0137374,0.0335032,0.0200964,0.0647187,0.0529431,1.63922,3.54056,0,3.34138,0.596249,0.00092829,0.00412349,0.390307,0.0861991,0.206816,0.0788248,0.416775,0.187619,0.0342225,0.0137374,0.0335032,0.0200964,0.270774,0.410079,0.0602467,0.0914568,0.0144491,0.016123,0.00602754,0.00490725,8.94491e-06,1.07956e-05,0.0647187,0.0529431,1.63922,3.54056,0.0348529,0.0539275,0.0348529,0.0539275,0.0348529,0.0539275,0.0348529,0.0539275,0.0348529,0.0539275,-0.0426824,-0.0498026,-0.00782952,0.00412494,-0.00782952,0.00412494,0,-17.0342,3.70826,-14.2308,1.82399,5.95302,24.538,-19.6012,3.39403,0.264917,0.0358263,0.0155505,0.0692335,0.0318047,0.40696,1.71317,0.212541,0.424144,0.619723,0.409295,0.0197159,0.0151056,0.0516247,0.0146896,0.177406,3.18339,0.0792282,0.0818068,0.0931238,0.29751,0.0920611,0.0238064,0.220813,0.261965,0.16918,0.155319,0.297598,0.193623,0.156749,0.094316,0.279861,0.466944,0.513744,0.681345,0.0228202,-0.0463348,0.0534212,-0.0414928,-8.78435,-231.858,-18.8707,-427.816,-14.5542,-4.30715,3.5112,-138.497,-324.274,-59.5907,-9.02387,-101.303,-115.311,-5.17275,-798.367,-139.284,-22.8259,-45.9385,-340.027,3.63982,-127.702,-15.2559,4.35023,-226.712
-4138.32,1,0.0104922,2,3,0,4864.76,-446.878,-2313.39,-1440.39,-1222.79,-1158.92,-1365.41,-1336.86,-1333.23,-2220.39,-1106.3,-2218.79,-1112.26,-1073.19,1.38709,0.89605,0.47277,0.190085,0.206908,28.3061,0.224948,63.3966,1.30423,0.321312,367.448,0.35707,1.28727,0.0539251,0.745192,79.3692,0.43866,2.13222,2.65116,4.68487,6.38716,5.12826,564.658,0.451806,0.0892524,1.56997,0.0655035,0.896607,18.2779,0.222445,0.00474438,4.61756,1.58325,42.2521,0.104539,0.328654,0.260359,0.189174,0.0854313,0.15131,0.0264423,0.0977262,0.207277,0.282253,0.272901,0.461202,0.17648,0.455511,0.171967,0.714655,3.49682,0.660935,0.373455,0.102974,0.193827,0.078841,0.433652,0.206173,0.032101,0.0132683,0.0327146,0.0207347,0.0592967,0.0483849,1.7054,3.51192,0,3.49682,0.660935,0.000939103,0.00315815,0.373455,0.102974,0.193827,0.078841,0.433652,0.206173,0.032101,0.0132683,0.0327146,0.0207347,0.192361,0.212515,0.0441099,0.0488589,0.0177887,0.0180523,0.00552356,0.00447782,9.61305e-06,1.13898e-05,0.0592967,0.0483849,1.7054,3.51192,0.0353663,0.0497849,0.0353663,0.0497849,0.0353663,0.0497849,0.0353663,0.0497849,0.0353663,0.0497849,-0.0437981,-0.0474064,-0.00843172,0.00237846,-0.00843172,0.00237846,0,-16.9804,3.62608,-14.1658,1.83345,5.95907,24.5656,-19.6214,3.61414,0.184718,0.0341812,0.0173116,0.0607838,0.0321771,0.399046,1.81856,0.194986,0.360947,0.692215,0.211179,0.0194924,0.0182448,0.0494891,0.0135574,0.205538,3.35098,0.0761918,0.103692,0.155363,0.262502,0.0802066,0.0267254,0.197861,0.282926,0.162757,0.168385,0.2172,0.182691,0.140911,0.0969277,0.263863,0.455152,0.432631,0.758087,0.0451594,-0.043585,0.0431521,-0.0473545,-8.26269,-236.733,-24.8637,-413.841,-9.96192,-0.52536,2.47757,-76.5793,-280.822,-45.7473,-5.49313,-90.3011,-96.0773,-1.94541,-718.144,-3.29471,-18.3056,-25.5219,-294.257,1.81071,-98.9934,-14.3403,4.347,-156.734
-1217.18,1,0.0203599,3,7,0,4054.61,-446.886,-2313.62,-1440.27,-1222.62,-1159.02,-1365.58,-1336.93,-1333.23,-2220.46,-1106.37,-2218.65,-1112.22,-1073.08,1.78941,0.921957,0.40749,0.178023,0.219264,30.8648,0.227036,71.0828,1.18716,0.297067,402.401,0.288531,1.00064,0.0675493,0.841254,94.3106,0.651292,1.97326,2.45166,3.20162,6.20385,5.78631,503.934,0.430216,0.0839553,1.80314,0.0617591,0.975999,17.6014,0.251116,0.0049189,5.00348,1.63516,44.4713,0.149502,0.151539,0.160343,0.150072,0.0744275,0.0697614,0.0289129,0.0346756,0.237391,0.27287,0.60202,0.507182,0.397998,0.361418,0.696177,0.579515,4.23707,3.45511,0.225234,0.235097,0.102099,0.0892563,0.551309,0.571529,0.0169202,0.0132335,0.0361434,0.0280122,0.0197478,0.0143519,3.8975,3.2021,0,4.23707,3.45511,0.0017376,0.00163769,0.225234,0.235097,0.102099,0.0892563,0.551309,0.571529,0.0169202,0.0132335,0.0361434,0.0280122,0.198407,0.137978,0.0440574,0.0305169,0.0393627,0.0320702,0.00195569,0.00145791,1.80588e-05,1.59061e-05,0.0197478,0.0143519,3.8975,3.2021,0.0427902,0.0406375,0.0427902,0.0406375,0.0427902,0.0406375,0.0427902,0.0406375,0.0427902,0.0406375,-0.0496267,-0.0463793,-0.00683654,-0.00574183,-0.00683654,-0.00574183,0,-16.6906,3.70216,-13.8819,1.87135,5.85642,24.3967,-20.2902,4.39202,0.198629,0.0388109,0.0413615,0.0179355,0.0168803,0.52426,4.20342,0.101035,0.240603,3.69275,0.146582,0.0274609,0.0319104,0.0158711,0.01349,0.54399,3.24845,0.0852706,0.242901,0.145145,0.170901,0.0803931,0.0301548,0.221325,0.600838,0.417057,0.713977,0.165063,0.138546,0.0661399,0.0342279,0.259658,0.537505,0.357811,0.597175,0.0473627,-0.0518625,0.0431516,-0.0425722,-1.89906,-263.011,-40.5283,-407.921,0.310429,1.05704,5.29049,0.736498,4.16944,2.56074,2.42804,-3.71499,3.50534,-20.5702,-11.0934,-8.03335,5.20288,-0.752897,6.30865,1.65257,-15.7464,-5.78226,-0.684335,2.49096
-1188.06,0.25,0.0393257,2,4,1,1255.63,-446.922,-2313.61,-1440.27,-1222.6,-1159.04,-1365.64,-1337.01,-1333.15,-2220.47,-1106.43,-2218.69,-1112.22,-1073.05,1.76024,0.883977,0.398159,0.170777,0.214185,28.9762,0.227623,73.4019,1.20693,0.283938,415.176,0.306071,1.16006,0.07064,0.819908,83.6116,0.545318,1.85705,2.34258,3.28175,6.12534,5.61229,493.146,0.439674,0.0851575,1.76821,0.0637402,0.906256,17.6686,0.250792,0.00476309,4.91364,1.55058,45.9223,0.137383,0.145304,0.148516,0.152457,0.0715303,0.0764342,0.0296688,0.0324998,0.276296,0.283576,0.599173,0.542886,0.419186,0.355761,0.662948,0.590655,4.18249,3.74652,0.22969,0.213022,0.0932003,0.0909008,0.587075,0.529171,0.0164446,0.0134564,0.0340534,0.0271695,0.0197569,0.0145464,4.00777,3.33757,0,4.18249,3.74652,0.00151232,0.00156772,0.22969,0.213022,0.0932003,0.0909008,0.587075,0.529171,0.0164446,0.0134564,0.0340534,0.0271695,0.21537,0.21378,0.0449598,0.0446444,0.0245216,0.0243098,0.00200285,0.00150632,1.98136e-05,1.45893e-05,0.0197569,0.0145464,4.00777,3.33757,0.0384647,0.0393222,0.0384647,0.0393222,0.0384647,0.0393222,0.0384647,0.0393222,0.0384647,0.0393222,-0.0440558,-0.0436698,-0.00559111,-0.00434757,-0.00559111,-0.00434757,0,-16.7502,3.85912,-13.9773,1.81786,5.78625,24.3525,-20.2865,4.46623,0.204287,0.0337901,0.0239374,0.0214875,0.0162418,0.581141,3.9283,0.095996,0.238865,3.26936,0.214552,0.0281483,0.0255922,0.0139616,0.0133587,0.522378,3.18913,0.084904,0.19668,0.138775,0.151237,0.069201,0.029041,0.243208,0.651415,0.412425,0.647013,0.103441,0.144085,0.0722337,0.0350956,0.268914,0.592272,0.364827,0.60726,0.0350419,-0.0410207,0.0401323,-0.0437351,-5.33881,-237.866,-43.0559,-392.507,0.0811536,3.398,4.08733,-14.9496,4.15136,0.897716,0.694127,-5.56004,4.31764,-17.9445,-4.57475,-3.74903,4.46718,3.79586,6.21511,2.60983,-7.51683,-9.19969,-1.94438,-2.19194
-891.579,0.98417,0.00763759,5,31,0,1223.93,-446.682,-2314.33,-1439.76,-1222.01,-1159.48,-1366.12,-1337.18,-1332.45,-2220.26,-1106.33,-2218.65,-1111.53,-1072.66,1.46143,0.719677,0.631192,0.205221,0.217338,27.2028,0.235722,60.7085,0.916431,0.343814,481.661,0.166984,1.58911,0.104465,0.84956,114.43,0.633942,2.07488,3.0383,2.59778,6.85863,4.98241,653.519,0.387911,0.103241,1.37534,0.0725881,0.901708,20.4728,0.193513,0.00336291,4.4552,1.87278,57.092,0.10909,0.0686029,0.159983,0.161672,0.0742913,0.0773913,0.028346,0.0288607,0.386927,0.290332,0.470221,0.46188,0.460111,0.336478,0.722336,0.612433,4.08287,4.55818,0.281973,0.204087,0.128341,0.0806894,0.617806,0.412391,0.0175735,0.0139899,0.0319917,0.0247793,0.0229028,0.0167666,3.72271,2.62657,0,4.08287,4.55818,0.00251567,0.00177544,0.281973,0.204087,0.128341,0.0806894,0.617806,0.412391,0.0175735,0.0139899,0.0319917,0.0247793,0.190709,0.147057,0.028029,0.0216585,0.0342104,0.0291337,0.00287839,0.00212971,1.53389e-05,1.0891e-05,0.0229028,0.0167666,3.72271,2.62657,0.0506287,0.0327566,0.0506287,0.0327566,0.0506287,0.0327566,0.0506287,0.0327566,0.0506287,0.0327566,-0.0254126,-0.0263471,0.0252161,0.00640943,0.0252161,0.00640943,0,-15.9339,4.73133,-13.2364,2.39057,5.20202,22.8703,-22.0409,3.96904,0.192489,0.0356629,0.0376759,0.0236569,0.0174477,0.605139,3.69818,0.118681,0.300596,4.86883,0.147591,0.0262354,0.0297137,0.0171525,0.0145875,0.425786,2.76719,0.0822583,0.203841,0.131643,0.153223,0.0717311,0.0307599,0.38291,0.470603,0.455369,0.748932,0.0832549,0.156412,0.0792318,0.0290203,0.281176,0.45792,0.350913,0.614277,0.0490227,-0.035482,0.0429131,-0.0245173,2.42739,-162.746,-56.7082,-300.899,-0.523981,-1.03452,1.30172,5.42916,-6.0487,4.26812,-1.87534,-1.35782,-13.1691,0.331021,0.345693,-2.64154,-0.0096163,4.30045,0.81017,4.40567,2.85655,1.06647,3.87497,-5.43935
-480.249,0.773414,0.01411,4,15,0,906.342,-446.784,-2314.5,-1439.55,-1221.57,-1159.87,-1366.36,-1337.26,-1332.26,-2220.37,-1106.62,-2218.7,-1110.83,-1072.21,1.11176,0.927569,0.96343,0.178764,0.175375,28.1605,0.251954,62.9592,0.919117,0.316783,518.425,0.174919,1.4069,0.117423,0.869069,117.566,0.530894,2.18549,2.63653,3.41622,5.09846,5.83015,526.646,0.199068,0.0767045,1.08693,0.0564675,0.878281,52.9747,0.181459,0.00267454,5.24494,1.7554,84.9661,0.098339,0.0711631,0.15031,0.152729,0.0724385,0.0762536,0.0349716,0.0344271,0.284742,0.287989,0.591985,0.533805,0.500088,0.46301,0.683778,0.684514,4.4851,4.05953,0.297631,0.234522,0.0825456,0.0942019,0.564647,0.604383,0.0176733,0.0125343,0.0380893,0.028737,0.0215907,0.0204418,3.91121,3.90322,0,4.4851,4.05953,0.00271562,0.00219506,0.297631,0.234522,0.0825456,0.0942019,0.564647,0.604383,0.0176733,0.0125343,0.0380893,0.028737,0.22478,0.183239,0.0296122,0.0241969,0.0456802,0.0312505,0.00373867,0.00332798,3.94827e-05,3.41875e-05,0.0215907,0.0204418,3.91121,3.90322,0.0758329,0.0537646,0.0758329,0.0537646,0.0758329,0.0537646,0.0758329,0.0537646,0.0758329,0.0537646,0.0703603,0.123608,0.146193,0.177372,0.146193,0.177372,0,-15.5205,4.99687,-13.1641,2.93245,4.21026,21.8196,-22.6111,4.67646,0.205488,0.035554,0.045823,0.0244282,0.0189877,0.598324,4.11118,0.078368,0.312648,4.60378,0.185368,0.0276158,0.0310388,0.021913,0.0134632,0.582293,3.96473,0.0945337,0.25302,0.0763017,0.150961,0.0777373,0.0366877,0.261472,0.601156,0.527789,0.660199,0.0665278,0.144198,0.0742435,0.0371792,0.26118,0.540585,0.48222,0.689822,0.0706785,0.0736274,0.048181,0.119893,-0.317703,3.99914,-19.0934,-9.56809,0.521805,3.5509,5.17509,-12.85,-0.928664,4.47379,1.95485,-3.93012,0.237261,2.34606,-0.702084,3.48911,5.53168,0.972828,-20.2171,-2.22842,-23.2054,-28.3123,-4.79102,2.42178
-308.861,1,0.0137308,4,15,0,498.745,-446.704,-2314.5,-1439.59,-1221.49,-1159.86,-1366.45,-1337.38,-1332.36,-2220.3,-1106.86,-2218.85,-1110.41,-1072.14,1.05548,0.88059,1.14313,0.19279,0.197672,30.0721,0.244011,63.9012,0.87214,0.305725,481.817,0.153995,1.13407,0.109878,0.942314,142.971,0.421141,2.01877,2.4631,4.45421,5.17593,5.74322,682.64,0.201627,0.0835053,1.17651,0.0536769,0.963184,48.6338,0.166619,0.00231129,4.76155,1.7961,82.3151,0.103488,0.0866298,0.164672,0.159234,0.0797888,0.0780908,0.0258533,0.0336333,0.334368,0.3014,0.492423,0.484562,0.430756,0.411198,0.674457,0.677436,4.59074,4.43577,0.290678,0.236796,0.110123,0.0805297,0.57518,0.468238,0.0177958,0.0126684,0.0359534,0.0282088,0.0210268,0.0205935,3.50541,3.29444,0,4.59074,4.43577,0.0037172,0.00334709,0.290678,0.236796,0.110123,0.0805297,0.57518,0.468238,0.0177958,0.0126684,0.0359534,0.0282088,0.230192,0.163097,0.0300374,0.0212527,0.0297445,0.0273066,0.00470742,0.00460067,3.24854e-05,3.32254e-05,0.0210268,0.0205935,3.50541,3.29444,0.0960317,0.0798758,0.0960317,0.0798758,0.0960317,0.0798758,0.0960317,0.0798758,0.0960317,0.0798758,0.0895617,0.0889113,0.185593,0.168787,0.185593,0.168787,0,-15.7613,5.01588,-13.0321,3.03339,3.54095,21.788,-22.51,4.68113,0.230949,0.0342641,0.0306265,0.0198739,0.0182105,0.552374,3.57917,0.112373,0.305779,4.70857,0.165227,0.0294341,0.0267629,0.019461,0.0121499,0.501738,3.4302,0.0856523,0.229272,0.143613,0.175171,0.0850976,0.0258665,0.341285,0.52826,0.431106,0.613727,0.0738427,0.158908,0.0792889,0.0330433,0.304259,0.427102,0.412502,0.676505,0.0980454,0.0929358,0.0845466,0.0902661,-20.8592,-6.7237,3.05183,3.00531,0.235011,3.31925,5.24126,2.26995,0.915733,4.70762,1.43233,0.456554,0.306706,1.60846,0.582078,2.65468,5.31889,5.62572,-21.3062,-1.37482,0.680072,-8.05309,3.92372,2.68062
