# stan_version_major = 2
# stan_version_minor = 22
# stan_version_patch = 1
# model = inference_model_yeast_exp_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 500
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 15
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = data/out/input_data_yeast_exp.json
# init = /var/folders/dg/rm_5w1r54719cfv7q8cj0nkjnz2j8q/T/tmph6eua06f/1f1gg5ey.json
# random
#   seed = 63928
# output
#   file = /Users/nicow/Maud/data/out/inference_model_yeast_exp-202003031326-1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,formation_energy.1,formation_energy.2,formation_energy.3,formation_energy.4,formation_energy.5,formation_energy.6,formation_energy.7,formation_energy.8,formation_energy.9,formation_energy.10,formation_energy.11,formation_energy.12,formation_energy.13,kinetic_parameters.1,kinetic_parameters.2,kinetic_parameters.3,kinetic_parameters.4,kinetic_parameters.5,kinetic_parameters.6,kinetic_parameters.7,kinetic_parameters.8,kinetic_parameters.9,kinetic_parameters.10,kinetic_parameters.11,kinetic_parameters.12,kinetic_parameters.13,kinetic_parameters.14,kinetic_parameters.15,kinetic_parameters.16,kinetic_parameters.17,kinetic_parameters.18,kinetic_parameters.19,kinetic_parameters.20,kinetic_parameters.21,kinetic_parameters.22,kinetic_parameters.23,kinetic_parameters.24,kinetic_parameters.25,kinetic_parameters.26,kinetic_parameters.27,kinetic_parameters.28,kinetic_parameters.29,kinetic_parameters.30,kinetic_parameters.31,kinetic_parameters.32,kinetic_parameters.33,kinetic_parameters.34,enzyme_concentration.1.1,enzyme_concentration.2.1,enzyme_concentration.1.2,enzyme_concentration.2.2,enzyme_concentration.1.3,enzyme_concentration.2.3,enzyme_concentration.1.4,enzyme_concentration.2.4,enzyme_concentration.1.5,enzyme_concentration.2.5,enzyme_concentration.1.6,enzyme_concentration.2.6,enzyme_concentration.1.7,enzyme_concentration.2.7,enzyme_concentration.1.8,enzyme_concentration.2.8,conc_unbalanced.1.1,conc_unbalanced.2.1,conc_unbalanced.1.2,conc_unbalanced.2.2,conc_unbalanced.1.3,conc_unbalanced.2.3,conc_unbalanced.1.4,conc_unbalanced.2.4,conc_unbalanced.1.5,conc_unbalanced.2.5,conc_unbalanced.1.6,conc_unbalanced.2.6,conc_unbalanced.1.7,conc_unbalanced.2.7,conc_unbalanced.1.8,conc_unbalanced.2.8,initial_time,conc.1.1,conc.2.1,conc.1.2,conc.2.2,conc.1.3,conc.2.3,conc.1.4,conc.2.4,conc.1.5,conc.2.5,conc.1.6,conc.2.6,conc.1.7,conc.2.7,conc.1.8,conc.2.8,conc.1.9,conc.2.9,conc.1.10,conc.2.10,conc.1.11,conc.2.11,conc.1.12,conc.2.12,conc.1.13,conc.2.13,conc.1.14,conc.2.14,flux.1.1,flux.2.1,flux.1.2,flux.2.2,flux.1.3,flux.2.3,flux.1.4,flux.2.4,flux.1.5,flux.2.5,flux.1.6,flux.2.6,flux.1.7,flux.2.7,flux.1.8,flux.2.8,delta_g.1,delta_g.2,delta_g.3,delta_g.4,delta_g.5,delta_g.6,delta_g.7,delta_g.8,yconc_sim.1,yconc_sim.2,yconc_sim.3,yconc_sim.4,yconc_sim.5,yconc_sim.6,yconc_sim.7,yconc_sim.8,yconc_sim.9,yconc_sim.10,yconc_sim.11,yconc_sim.12,yconc_sim.13,yconc_sim.14,yconc_sim.15,yconc_sim.16,yconc_sim.17,yconc_sim.18,yconc_sim.19,yconc_sim.20,yenz_sim.1,yenz_sim.2,yenz_sim.3,yenz_sim.4,yenz_sim.5,yenz_sim.6,yenz_sim.7,yenz_sim.8,yenz_sim.9,yenz_sim.10,yenz_sim.11,yenz_sim.12,yenz_sim.13,yenz_sim.14,yenz_sim.15,yenz_sim.16,yflux_sim.1,yflux_sim.2,yflux_sim.3,yflux_sim.4,log_like.1,log_like.2,log_like.3,log_like.4,log_like.5,log_like.6,log_like.7,log_like.8,log_like.9,log_like.10,log_like.11,log_like.12,log_like.13,log_like.14,log_like.15,log_like.16,log_like.17,log_like.18,log_like.19,log_like.20,log_like.21,log_like.22,log_like.23,log_like.24
-7168.04,1,0.0117535,3,7,0,18209,-446.758,-2313.25,-1440.37,-1222.82,-1158.76,-1365.45,-1336.85,-1333.25,-2220.53,-1106.42,-2218.87,-1112.38,-1073.24,1.15899,0.962201,0.538706,0.198742,0.193431,32.2026,0.2478,63.138,1.40336,0.314085,403.486,0.327504,1.6978,0.0535585,0.815679,62.197,0.385526,1.8879,2.29862,6.02504,6.43553,5.14558,553.337,0.405491,0.0987701,1.47217,0.0649836,0.870794,19.4824,0.219585,0.00407687,5.08405,1.6637,44.0966,0.115693,0.401223,0.342339,0.207677,0.087331,0.182921,0.0304252,0.0997928,0.216897,0.358786,0.220448,0.419235,0.123048,0.500564,0.12134,0.713438,2.90638,0.36663,0.487099,0.0496146,0.216203,0.0640476,0.3704,0.141796,0.0387911,0.0151338,0.0366362,0.0195481,0.0716454,0.104726,1.27081,3.15839,0,2.90638,0.36663,0.000825033,0.00568617,0.487099,0.0496146,0.216203,0.0640476,0.3704,0.141796,0.0387911,0.0151338,0.0366362,0.0195481,0.248311,0.748658,0.0573916,0.174261,0.015164,0.0119134,0.00674153,0.00954927,7.38651e-06,1.12351e-05,0.0716454,0.104726,1.27081,3.15839,0.0445331,0.0509079,0.0445331,0.0509079,0.0445331,0.0509079,0.0445331,0.0509079,0.0445331,0.0509079,-0.0584676,-0.0418489,-0.0139346,0.009059,-0.0139346,0.009059,0,-17.2113,3.60674,-14.4025,1.73076,5.96431,24.8465,-19.4654,2.86708,0.266947,0.0382006,0.0157574,0.0635626,0.041125,0.364045,1.25526,0.2101,0.511904,0.403334,0.740716,0.019243,0.0117881,0.108764,0.0154329,0.131688,3.16072,0.0656535,0.0491019,0.112046,0.335638,0.0807694,0.0316555,0.214752,0.208662,0.114254,0.123111,0.441456,0.212975,0.180658,0.106765,0.380449,0.406634,0.485507,0.653257,0.0349427,-0.0608729,0.0528765,-0.0330458,-0.724587,-305.464,-23.1713,-382.312,-33.7994,1.07285,5.36604,-122.574,-378.614,-91.4405,-23.2358,-187.042,-129.444,-33.1435,-1234.46,-415.41,-27.1508,-125.748,-792.157,6.18939,-233.913,-4.80027,-1.02009,-524.764
-5921.12,0.333333,0.0222767,1,3,1,7145.28,-446.75,-2313.28,-1440.35,-1222.78,-1158.78,-1365.46,-1336.78,-1333.31,-2220.54,-1106.44,-2218.9,-1112.34,-1073.21,1.30638,0.997756,0.470249,0.198274,0.197409,32.2313,0.248446,64.0199,1.46147,0.319648,417.555,0.268772,1.34122,0.0562924,0.796246,75.8067,0.432082,1.90852,2.28558,5.0384,6.42058,5.10405,551.444,0.40592,0.102664,1.47473,0.0641608,0.91671,19.6778,0.228003,0.00401227,5.09742,1.62933,45.4388,0.116435,0.334929,0.318645,0.197607,0.0854406,0.166547,0.0317611,0.11013,0.210532,0.334228,0.243823,0.423819,0.132428,0.504609,0.138142,0.682654,3.16515,0.399319,0.451947,0.0698501,0.200837,0.0659431,0.378508,0.160116,0.0361529,0.0150866,0.0365075,0.0204209,0.0643585,0.0887044,1.40882,3.11275,0,3.16515,0.399319,0.000727344,0.00279108,0.451947,0.0698501,0.200837,0.0659431,0.378508,0.160116,0.0361529,0.0150866,0.0365075,0.0204209,0.11241,0.137591,0.0272454,0.0336781,0.0178158,0.0115887,0.00619114,0.00828409,8.55445e-06,1.17121e-05,0.0643585,0.0887044,1.40882,3.11275,0.0387397,0.0365361,0.0387397,0.0365361,0.0387397,0.0365361,0.0387397,0.0365361,0.0387397,0.0365361,-0.0534181,-0.0309129,-0.0146784,0.00562316,-0.0146784,0.00562316,0,-17.1023,3.47214,-14.3018,1.75454,5.9012,24.7535,-19.4849,3.34195,0.108962,0.0358567,0.0157915,0.0687707,0.0365347,0.368799,1.30847,0.209366,0.437364,0.426967,0.132647,0.019145,0.0113152,0.0840401,0.0142995,0.171121,3.07445,0.0683917,0.0750722,0.0867512,0.300293,0.0836414,0.0311319,0.216684,0.235193,0.125603,0.152832,0.252551,0.18407,0.183248,0.108507,0.323731,0.441599,0.518458,0.633325,0.0345898,-0.0557363,0.0355367,-0.028348,-5.09779,-280.834,-48.6387,-323.879,-21.1062,-89.0417,5.35347,-76.1887,-321.411,-72.7651,-20.21,-149.194,-106.405,-21.4898,-1151.02,-8.30856,-20.461,-134.863,-664.963,6.16565,-183.974,-3.84275,0.775214,-325.803
-5605.39,1,0.00521897,2,3,0,5950.6,-446.74,-2313.27,-1440.34,-1222.77,-1158.78,-1365.45,-1336.79,-1333.3,-2220.55,-1106.43,-2218.91,-1112.32,-1073.2,1.29449,1.00195,0.488943,0.202903,0.198625,32.1452,0.249157,64.6819,1.46151,0.321654,421.669,0.266592,1.35814,0.056382,0.804624,75.3656,0.447514,1.87782,2.28418,4.79191,6.38388,5.20151,552.058,0.408392,0.102935,1.48993,0.0646059,0.925507,19.2895,0.226788,0.00396509,5.1266,1.63731,46.2487,0.120127,0.345249,0.316425,0.194887,0.0839922,0.162966,0.0308363,0.107013,0.205908,0.331233,0.247451,0.419804,0.135796,0.51067,0.14015,0.671035,3.2373,0.426166,0.442153,0.0712682,0.196789,0.0667716,0.382591,0.16388,0.0353793,0.0150939,0.03687,0.0203427,0.0635097,0.0859404,1.44217,3.14697,0,3.2373,0.426166,0.000814212,0.00323111,0.442153,0.0712682,0.196789,0.0667716,0.382591,0.16388,0.0353793,0.0150939,0.03687,0.0203427,0.135554,0.168426,0.0326192,0.0408895,0.0214333,0.0140447,0.00614658,0.00807073,9.2446e-06,1.18983e-05,0.0635097,0.0859404,1.44217,3.14697,0.0419374,0.0413921,0.0419374,0.0413921,0.0419374,0.0413921,0.0419374,0.0413921,0.0419374,0.0413921,-0.0570759,-0.0354721,-0.0151385,0.00591996,-0.0151385,0.00591996,0,-17.1221,3.49293,-14.3255,1.79518,5.89187,24.717,-19.4652,3.22317,0.132525,0.0381657,0.0234581,0.0636416,0.0345039,0.355197,1.45168,0.191597,0.436707,0.420302,0.178782,0.0218327,0.0146284,0.0835618,0.0145236,0.172269,3.17409,0.067883,0.0719541,0.186546,0.334483,0.0860187,0.0308275,0.201824,0.246195,0.136026,0.157429,0.415265,0.191383,0.165727,0.101368,0.344272,0.417819,0.469888,0.677066,0.0450651,-0.0645107,0.0384955,-0.0345446,-2.51794,-298.574,-39.1094,-347.659,-18.2381,-45.0879,5.37621,-35.7766,-314.65,-67.428,-18.7802,-141.199,-100.424,-18.5053,-1089.41,3.42713,-21.0184,-77.7952,-641.965,6.16957,-175.095,-4.55389,1.43973,-315.568
-1236.26,1,0.0101023,4,15,0,5588.78,-446.757,-2313.57,-1440.07,-1222.73,-1159.14,-1365.54,-1336.95,-1333.26,-2220.63,-1106.53,-2218.85,-1112.25,-1073.02,1.98809,0.926019,0.436051,0.186511,0.229555,29.3104,0.248848,64.1488,1.31178,0.352568,428.162,0.234077,1.15078,0.0688323,0.89019,101.671,0.655561,1.83412,2.49961,3.19489,6.10988,4.37796,597.595,0.425621,0.0974873,1.49601,0.0728079,0.919526,18.2218,0.216731,0.00468394,4.73034,1.62607,42.8554,0.13719,0.159094,0.149813,0.166612,0.0768725,0.0726677,0.0247803,0.0348381,0.282901,0.256867,0.523474,0.523613,0.420343,0.348987,0.617572,0.638978,4.69811,3.36266,0.194335,0.250883,0.100002,0.0936225,0.571022,0.524145,0.0173508,0.0126942,0.0297912,0.0247767,0.0170711,0.0185642,3.54173,2.9859,0,4.69811,3.36266,0.00232522,0.00178931,0.194335,0.250883,0.100002,0.0936225,0.571022,0.524145,0.0173508,0.0126942,0.0297912,0.0247767,0.21102,0.122952,0.0471572,0.027276,0.0323208,0.0372123,0.00178276,0.0019335,1.41496e-05,1.6636e-05,0.0170711,0.0185642,3.54173,2.9859,0.0419822,0.0435429,0.0419822,0.0435429,0.0419822,0.0435429,0.0419822,0.0435429,0.0419822,0.0435429,-0.0462735,-0.0476492,-0.00429126,-0.00410627,-0.00429126,-0.00410627,0,-16.6885,3.68884,-13.8679,1.8508,5.72848,24.2884,-20.1943,4.98653,0.199442,0.0305041,0.0324539,0.0174944,0.0156933,0.567782,3.61877,0.108885,0.208624,3.38123,0.125243,0.0250832,0.0384351,0.0189453,0.0123663,0.548531,2.88514,0.0943332,0.244926,0.143669,0.164961,0.0788586,0.0247245,0.276583,0.519366,0.434281,0.611452,0.162246,0.157601,0.0708033,0.0352512,0.265798,0.535039,0.343678,0.695311,0.0423469,-0.051598,0.043653,-0.0470169,-2.4847,-247.727,-35.1902,-415.246,-0.264319,3.06723,-3.78268,5.0899,5.65011,3.75732,1.6537,0.248311,3.98253,-45.2828,-13.8634,-21.9176,-0.0165349,-15.8577,-8.03254,-1.21687,-6.66218,-1.57304,-4.26227,3.45117
-1138.09,1,0.0195748,3,7,0,1273.24,-446.87,-2313.65,-1439.96,-1222.6,-1159.21,-1365.63,-1336.99,-1333.17,-2220.72,-1106.53,-2218.77,-1112.11,-1073,1.96713,0.906607,0.440753,0.203385,0.23424,33.165,0.222654,71.0814,1.26754,0.364041,429.155,0.251099,1.19679,0.0689332,0.924555,92.0005,0.615179,1.95131,2.47324,3.3465,5.85563,4.50958,582.883,0.445567,0.0959128,1.60986,0.0695926,0.877637,18.751,0.21238,0.00451855,4.47749,1.54742,43.1204,0.128992,0.132272,0.162059,0.156455,0.0851621,0.0764851,0.0268786,0.0271898,0.292215,0.298921,0.524146,0.505615,0.399279,0.380938,0.721768,0.591342,4.54485,3.40075,0.233286,0.192402,0.107002,0.092618,0.552081,0.485556,0.016297,0.0127986,0.0330664,0.0235977,0.0182277,0.0163002,3.49148,3.09045,0,4.54485,3.40075,0.00187312,0.00198624,0.233286,0.192402,0.107002,0.092618,0.552081,0.485556,0.016297,0.0127986,0.0330664,0.0235977,0.187065,0.198905,0.0398258,0.0423517,0.0263413,0.0238347,0.0020024,0.00178997,1.6384e-05,1.22935e-05,0.0182277,0.0163002,3.49148,3.09045,0.0396383,0.0368836,0.0396383,0.0368836,0.0396383,0.0368836,0.0396383,0.0368836,0.0396383,0.0368836,-0.0430468,-0.0368238,-0.00340853,5.98303e-05,-0.00340853,5.98303e-05,0,-16.417,3.81158,-13.8457,2.08108,5.58483,24.1469,-20.5594,4.73478,0.197689,0.032483,0.0270665,0.0166604,0.0155719,0.573779,3.45249,0.0998755,0.219912,3.17864,0.209866,0.0233804,0.0233869,0.0160313,0.0119634,0.466843,2.91327,0.0881282,0.181984,0.089946,0.166035,0.0778242,0.0246985,0.290436,0.563301,0.41018,0.794348,0.0918179,0.170078,0.0780417,0.0288995,0.308931,0.493653,0.38262,0.584718,0.0391633,-0.05207,0.0415679,-0.0435225,-4.33149,-233.445,-47.9254,-354.868,0.38537,-2.28165,2.96981,-6.82635,6.03392,0.303883,2.40663,0.525604,1.792,-15.9708,-12.6773,0.820478,-3.76228,2.94841,2.52618,-0.597114,-1.12856,-3.40097,-3.37442,-11.1077
-1101.06,0.333333,0.0378354,1,3,1,1165.39,-446.834,-2313.72,-1439.97,-1222.53,-1159.27,-1365.63,-1337.01,-1333.19,-2220.73,-1106.41,-2218.75,-1112.06,-1073.01,1.81092,0.859082,0.454778,0.195956,0.233598,31.9046,0.212056,66.9007,1.27179,0.350775,448.145,0.239942,1.16178,0.067512,0.982501,98.3897,0.682114,1.99037,2.56453,3.09729,5.67798,4.59412,574.385,0.427103,0.0982993,1.58636,0.0691699,0.871022,19.6475,0.197768,0.00416966,4.77676,1.63072,46.4239,0.141349,0.121828,0.159768,0.157466,0.0816041,0.0745212,0.0273046,0.0297041,0.283767,0.301566,0.531492,0.47606,0.386604,0.370126,0.687829,0.595127,4.66386,3.53711,0.23275,0.215459,0.107371,0.084457,0.556933,0.473245,0.0162333,0.0126706,0.0333132,0.0239271,0.0186292,0.0154693,3.44418,2.98407,0,4.66386,3.53711,0.00228645,0.00180503,0.23275,0.215459,0.107371,0.084457,0.556933,0.473245,0.0162333,0.0126706,0.0333132,0.0239271,0.210179,0.1433,0.0446739,0.030404,0.0383671,0.0281189,0.00199884,0.00166579,1.66889e-05,1.36194e-05,0.0186292,0.0154693,3.44418,2.98407,0.0462463,0.0365991,0.0462463,0.0365991,0.0462463,0.0365991,0.0462463,0.0365991,0.0462463,0.0365991,-0.0482954,-0.0387544,-0.00204918,-0.00215527,-0.00204918,-0.00215527,0,-16.4239,3.81399,-13.7866,2.26296,5.65027,23.9293,-20.6328,4.64601,0.197534,0.0323292,0.0377936,0.0193019,0.0159029,0.582229,3.29522,0.109561,0.232885,3.61544,0.138727,0.0226777,0.027687,0.0160279,0.0113409,0.449691,3.01905,0.0901286,0.220961,0.136384,0.155579,0.0740049,0.0301326,0.314706,0.555812,0.389958,0.660208,0.0968336,0.169649,0.0743232,0.0278943,0.278706,0.491767,0.371644,0.593198,0.041386,-0.0534875,0.0265259,-0.0476596,0.311438,-256.89,-48.509,-365.292,-0.0831613,2.98309,3.28499,2.18096,5.78092,0.0356516,2.25504,0.7141,1.63182,-16.2573,-8.93541,-4.63567,-2.60058,5.23373,4.86537,-1.36121,0.205029,-1.54473,2.31744,-1.45327
-399.687,0.91258,0.00935566,5,31,0,1133.57,-447.066,-2314.52,-1438.94,-1221.19,-1160.07,-1366.43,-1337.48,-1332.56,-2220.52,-1106.87,-2218.83,-1110.68,-1071.97,1.23447,1.00173,1.00819,0.180029,0.183609,26.6025,0.254936,54.0055,0.8452,0.325795,527.789,0.172261,1.2986,0.119663,0.773603,106.408,0.506522,1.98157,2.32684,3.29151,6.50613,5.72598,460.488,0.210887,0.0723196,1.15029,0.0456938,0.863767,37.9691,0.181325,0.0020845,4.24652,2.35221,84.2688,0.106732,0.0607295,0.141718,0.159199,0.0759216,0.0782025,0.032663,0.0329257,0.351038,0.294307,0.516833,0.518764,0.532839,0.476041,0.746531,0.569481,3.83889,4.62755,0.327978,0.222351,0.0929591,0.08688,0.533561,0.532819,0.0185543,0.0143598,0.0392127,0.0302908,0.0220483,0.020598,3.59411,3.17716,0,3.83889,4.62755,0.00361054,0.00233254,0.327978,0.222351,0.0929591,0.08688,0.533561,0.532819,0.0185543,0.0143598,0.0392127,0.0302908,0.231255,0.172917,0.0314641,0.0235947,0.0391526,0.0271697,0.00421474,0.00385934,3.04443e-05,2.76621e-05,0.0220483,0.020598,3.59411,3.17716,0.0812746,0.048285,0.0812746,0.048285,0.0812746,0.048285,0.0812746,0.048285,0.0812746,0.048285,0.0881269,0.0959729,0.169401,0.144258,0.169401,0.144258,0,-14.8231,4.91912,-12.3707,2.97004,3.8135,21.1311,-23.1838,3.89745,0.231694,0.040867,0.0391553,0.0222941,0.018635,0.567743,3.4903,0.0941431,0.349099,4.93603,0.158567,0.0297678,0.0274079,0.0187253,0.0155275,0.504603,3.27354,0.0790223,0.225875,0.0780674,0.139407,0.0750164,0.0337081,0.348325,0.520217,0.558249,0.767691,0.0722475,0.161643,0.0788422,0.0308639,0.301991,0.522644,0.50304,0.557991,0.0878182,0.0906225,0.061357,0.107175,-4.24562,-5.41265,-27.2027,4.34927,-3.12701,3.24826,4.63725,1.05991,-2.58936,5.7139,2.70516,-0.121565,4.29212,3.03159,0.0867023,3.7516,5.38578,5.6584,-21.338,5.27192,-8.15469,-5.21416,0.933869,0.321566
-289.619,1,0.0138937,4,15,0,442.257,-447.044,-2314.51,-1438.95,-1221.09,-1160.15,-1366.63,-1337.57,-1332.66,-2220.52,-1106.87,-2218.75,-1110.42,-1071.84,1.09681,1.02734,1.12885,0.174076,0.169822,32.4767,0.232691,49.9901,0.908595,0.349068,463.961,0.153175,1.23419,0.114114,0.771443,124.411,0.425991,2.08904,2.42943,3.94056,7.90501,5.58968,510.073,0.212864,0.0737146,1.07649,0.0576618,0.883166,42.8903,0.16806,0.0022569,4.47306,2.13754,81.1586,0.098258,0.0815716,0.16122,0.154088,0.0692169,0.0766128,0.0306118,0.0325125,0.334632,0.293561,0.556428,0.508833,0.472493,0.424033,0.644414,0.61955,4.08918,4.7388,0.29358,0.252765,0.102821,0.0918866,0.560018,0.500234,0.017777,0.0162085,0.0352566,0.0292346,0.0166476,0.0193234,3.49136,2.80701,0,4.08918,4.7388,0.00370507,0.00349429,0.29358,0.252765,0.102821,0.0918866,0.560018,0.500234,0.017777,0.0162085,0.0352566,0.0292346,0.207481,0.184713,0.0281851,0.0251536,0.030724,0.0300295,0.00353562,0.00410567,2.68941e-05,2.60887e-05,0.0166476,0.0193234,3.49136,2.80701,0.0873136,0.074672,0.0873136,0.074672,0.0873136,0.074672,0.0873136,0.074672,0.0873136,0.074672,0.0641706,0.0678421,0.151484,0.142514,0.151484,0.142514,0,-14.9756,4.90939,-12.3037,3.22784,3.55828,20.897,-23.4304,3.94511,0.19651,0.0328879,0.0265923,0.0175235,0.0176126,0.590401,3.56399,0.105154,0.293179,4.61921,0.186519,0.0300004,0.0296172,0.020234,0.0173045,0.48037,2.87021,0.0866142,0.231112,0.122121,0.163962,0.0683802,0.0289243,0.371982,0.544925,0.529485,0.65821,0.0782277,0.164966,0.0824311,0.0337581,0.288558,0.500764,0.414265,0.587185,0.0894991,0.0650258,0.0791842,0.0621793,-9.99141,4.31245,0.8144,-12.8584,-0.4782,2.66692,4.96124,3.69812,5.04748,4.67302,2.14359,0.526169,3.30424,1.94566,-0.505354,3.34709,5.60596,3.10504,-12.6508,5.72658,-3.00547,0.519676,-2.75149,3.45328
-279.218,0.207768,0.0268044,2,5,1,329.671,-447.02,-2314.53,-1438.94,-1221.11,-1160.15,-1366.64,-1337.54,-1332.61,-2220.56,-1106.91,-2218.78,-1110.43,-1071.86,1.03193,1.01628,1.11556,0.17325,0.178979,33.0174,0.231432,52.5676,0.968008,0.357511,456.868,0.14911,1.23599,0.113847,0.790815,126.557,0.428725,2.07387,2.38482,4.03607,7.75175,5.30125,496.218,0.202811,0.0738268,1.06457,0.0597594,0.874126,42.4849,0.178528,0.00230544,4.36496,2.12183,82.5967,0.0989624,0.083249,0.171117,0.154566,0.0689897,0.075907,0.0306142,0.0315137,0.334539,0.299391,0.537221,0.497402,0.469439,0.429015,0.65766,0.63123,4.13981,4.69983,0.290985,0.249847,0.0992142,0.0871162,0.544829,0.485986,0.0182794,0.0154071,0.0370498,0.0278559,0.0167705,0.0205027,3.40129,2.76954,0,4.13981,4.69983,0.00342422,0.00344435,0.290985,0.249847,0.0992142,0.0871162,0.544829,0.485986,0.0182794,0.0154071,0.0370498,0.0278559,0.203177,0.188806,0.0273152,0.0254585,0.0305031,0.0294813,0.00362206,0.00436304,2.80953e-05,2.89392e-05,0.0167705,0.0205027,3.40129,2.76954,0.0882383,0.0760474,0.0882383,0.0760474,0.0882383,0.0760474,0.0882383,0.0760474,0.0882383,0.0760474,0.0609894,0.0775414,0.149228,0.153589,0.149228,0.153589,0,-14.9294,4.93119,-12.3589,3.21958,3.5211,20.9535,-23.4465,4.42896,0.201369,0.0372791,0.0318621,0.0151096,0.0185517,0.545234,3.59442,0.0920429,0.277566,4.71615,0.181714,0.025996,0.0286771,0.022214,0.0160152,0.472061,3.07209,0.0890425,0.2574,0.123377,0.153214,0.0641687,0.0284838,0.344986,0.519492,0.453676,0.688463,0.0673878,0.150251,0.0744323,0.0329783,0.274804,0.462293,0.415036,0.603026,0.083492,0.0620502,0.0757652,0.0801756,-11,3.87726,1.51108,-3.34985,-0.147919,2.01189,5.37305,3.41637,5.25013,5.43409,2.5776,0.821654,4.1191,1.64618,-0.273956,2.8275,5.09607,3.87601,-20.6527,6.25014,-1.17925,0.77276,0.784227,3.4404
-187.965,0.999069,0.00473868,8,255,0,318.515,-446.922,-2314.21,-1438.81,-1220.08,-1161,-1366.51,-1340.01,-1331.49,-2220.31,-1109.29,-2220.3,-1105.93,-1070.22,1.13887,0.938925,1.02702,0.164572,0.15999,31.7246,0.244134,54.8501,0.989387,0.356389,528.262,0.094604,0.659378,0.118702,0.775119,205.841,0.353104,1.89809,2.09435,4.7578,8.31859,5.18837,444.217,0.613338,0.0861829,1.34001,0.0542207,0.860708,13.0066,0.230078,0.00310032,4.08607,2.11305,58.2027,0.1207,0.114419,0.158735,0.149062,0.0739215,0.076439,0.0314084,0.0321081,0.3285,0.316106,0.537457,0.501404,0.355533,0.386688,0.61362,0.574879,4.65084,4.02573,0.290527,0.264532,0.10001,0.0774843,0.463505,0.41632,0.0204459,0.0168984,0.0356817,0.0283542,0.0140444,0.0155363,3.21826,2.60172,0,4.65084,4.02573,0.00346521,0.00342256,0.290527,0.264532,0.10001,0.0774843,0.463505,0.41632,0.0204459,0.0168984,0.0356817,0.0283542,0.204469,0.192789,0.00649254,0.00612789,0.0298357,0.0296095,0.0440984,0.0468611,7.3521e-05,9.1714e-05,0.0140444,0.0155363,3.21826,2.60172,0.0994318,0.0914472,0.0994318,0.0914472,0.0994318,0.0914472,0.0994318,0.0914472,0.0994318,0.0914472,0.0756162,0.0911231,0.175048,0.18257,0.175048,0.18257,0,-17.6899,8.51365,-13.4239,5.09189,-3.3571,18.2956,-21.6009,4.63091,0.202983,0.0368524,0.029847,0.01455,0.0209629,0.486824,3.51585,0.0998776,0.314213,4.18206,0.186216,0.0267121,0.0311462,0.0147994,0.0152454,0.403954,2.54149,0.0838734,0.270043,0.11907,0.156384,0.0784087,0.0324623,0.328773,0.542576,0.339755,0.563552,0.114182,0.163347,0.0695671,0.0321933,0.318916,0.511305,0.382535,0.576454,0.0905564,0.0833703,0.0989322,0.0924116,-25.9219,2.52996,4.14488,3.6408,-0.0196244,2.22854,5.15089,2.42288,-5.6692,5.35906,-0.986363,0.545925,3.98097,1.58966,-0.985396,2.15381,5.39161,3.7067,4.71348,4.5258,2.91693,1.00031,4.55985,2.98402
